item_id	i_genre_c	r_sequel
13854	forgotten-realms	[]
13870	epic-fantasy	[43913, 13812, 1432097, 7935521, 7818923]
13878	fantasy	[14287694]
13879	fantasy	[92916, 13817]
13881	fantasy	[1017162, 49421]
13888	robert-jordan	[8260859, 25755738, 20518855]
13889	fantasy	[]
13890	fantasy	[893759]
13891	fantasy	[618166]
13892	fantasy	[]
13893	fantasy	[]
13894	fantasy	[7302944, 13889]
13895	fantasy	[140975]
13917	fantasy	[]
13920	fantasy	[]
13921	fantasy	[31070507]
13922	fantasy	[]
13923	historical-fiction	[5989582, 1353013]
13924	fantasy	[223023, 25296, 2259632]
13925	fantasy	[1729374]
13926	fantasy	[]
13927	fantasy	[]
13928	fantasy	[1562090, 480384]
13929	fantasy	[2020468, 2020473]
13930	fantasy	[13931]
13931	fantasy	[]
13956	fantasy	[8050857, 540489]
13978	fantasy	[7843186]
13979	fantasy	[176857]
13980	fantasy	[]
13981	fantasy	[1902740, 8550844]
13982	fantasy	[7843185, 847751]
13983	fantasy	[9654162]
13984	fantasy	[]
13985	fantasy	[]
13986	fantasy	[]
13987	fantasy	[1110469]
13988	fantasy	[]
13989	fantasy	[]
13990	fantasy	[]
13991	fantasy	[]
13992	fantasy	[]
13993	fantasy	[]
13994	fantasy	[]
13995	fantasy	[848533]
13996	fantasy	[]
13997	fantasy	[8529201, 1073105]
13998	fantasy	[]
13999	fantasy	[10830932, 7553961]
14000	fantasy	[6669427]
14002	fantasy	[]
14004	fantasy	[]
14005	fantasy	[]
14006	fantasy	[]
14007	fantasy	[6704201]
14008	fantasy	[]
14009	fantasy	[6704202]
14010	fantasy	[848553]
14011	fantasy	[]
14012	fantasy	[847766]
14013	fantasy	[8220880]
14014	fantasy	[]
14015	fantasy	[25262132]
14069	fantasy	[]
14090	manga	[]
14150	science-fiction	[945632, 6543513, 6661345, 11672704, 3424594, 21089926]
14185	scifi	[]
14201	fantasy	[]
14383	paranormal-romance	[]
14384	paranormal-romance	[7005980, 9674479, 25110901, 25610110]
14460	urban-fantasy	[7084361, 5956911]
14461	urban-fantasy	[6354372, 1243783, 7849945, 10333517]
14463	urban-fantasy	[7850602, 6984987, 7850660]
14497	fantasy	[575754, 14501, 1487928, 105732, 3032442, 6479879, 11425123, 12725048, 11446131, 12548100, 18721778, 23462649, 25864273, 26795377, 31294248, 25841976]
14498	fantasy	[]
14501	fantasy	[1487928, 105732, 3032442, 6479879, 11425123, 12725048, 11446131, 12548100, 18721778, 23462649, 25864273, 26795377, 31294248, 25841976]
14562	young-adult	[]
14565	young-adult	[]
14686	fantasy	[]
14784	fantasy	[9710601, 2931978, 9637554, 5382205, 699562]
14812	fantasy	[]
14976	manga	[]
14995	horror	[1160083, 12845211, 6562912, 748610]
14996	horror	[959355, 1021395]
14997	horror	[6604002, 304747, 2306634, 11999952, 16433]
15161	fantasy	[]
15177	fantasy	[1457786, 973189]
15216	fantasy	[]
15221	fantasy	[]
15222	fantasy	[]
15232	tolkien	[]
15237	art	[]
15241	fantasy	[481779, 569712]
15242	art	[]
15268	fantasy	[929711, 6377851, 23432795, 15241, 481779, 569712]
15279	fantasy	[]
15280	fantasy	[828398, 15268, 929711, 6377851, 23432795, 15241, 481779, 569712]
15298	fantasy	[892555, 63358, 12477414, 15923742, 15923743, 13356708, 49891, 2151424, 11186750, 601137]
15309	urban-fantasy	[9550464, 6399684, 6098687, 685372]
15329	classic	[5915, 13414569, 227221, 6637795]
15331	fantasy	[822619, 9678418, 1933444, 13604689, 13513038, 15923738, 13356706, 17206506, 17237811, 15923739, 17611510, 423092, 481774, 11186746, 13488305]
15336	fantasy	[899771, 30]
15348	fantasy	[2811850, 315711, 10356972, 315705, 13547490]
15350	fantasy	[33, 827763, 6413483, 13510444, 13729429, 32, 15354]
15351	fantasy	[]
15354	fantasy	[]
15397	fantasy	[497349, 1079424, 15298, 892555, 63358, 12477414, 15923742, 15923743, 13356708, 49891, 2151424, 11186750, 601137]
15404	fantasy	[]
15420	fantasy	[]
15422	fantasy	[]
15424	fantasy	[]
15425	fantasy	[]
15427	fantasy	[]
15428	fantasy	[]
15430	fantasy	[]
15431	fantasy	[]
15433	fantasy	[]
15435	fantasy	[709003]
15436	fantasy	[]
15440	science-fiction	[]
15442	fantasy	[]
15444	fantasy	[]
15445	fantasy	[]
15447	fantasy	[76663]
15449	fantasy	[]
15450	fantasy	[1397347]
15451	science-fiction	[]
15452	xanth	[]
15453	xanth	[]
15456	fantasy	[]
15457	fantasy	[]
15458	fantasy	[]
15459	science-fiction	[872209, 716329]
15460	fantasy	[]
15464	fantasy	[]
15466	fantasy	[]
15468	fantasy	[]
15473	science-fiction	[15527]
15474	fantasy	[]
15490	fantasy	[]
15492	fantasy	[]
15495	fantasy	[]
15496	fantasy	[]
15498	fantasy	[]
15501	fantasy	[99457]
15509	fantasy	[]
15511	fantasy	[]
15514	science-fiction	[]
15519	science-fiction	[]
15527	science-fiction	[]
15531	sci-fi	[17884014]
15534	fantasy	[]
15537	fantasy	[3537005, 369793, 15433]
15546	fantasy	[583482]
15547	fantasy	[15546, 583482]
15549	fantasy	[34916, 1162205, 566405, 5561295]
15550	fantasy	[1221214]
15552	fantasy	[1277266, 603207]
15553	fantasy	[]
15554	fantasy	[]
15555	fantasy	[6586521]
15557	fantasy	[6531964]
15558	fantasy	[34913]
15559	fantasy	[]
15560	fantasy	[34923, 603210]
15561	fantasy	[]
15563	fantasy	[92855, 977749]
15564	fantasy	[]
15566	fantasy	[]
15567	fantasy	[13133573, 18927664]
15568	fantasy	[]
15575	fantasy	[6620182, 987950, 891775, 13333504, 327685, 25251327, 27411887]
15576	fantasy	[]
15577	fantasy	[]
15578	fantasy	[9707101, 10333163, 15015281, 2893556, 25430703, 189783, 6620183, 18927665]
15580	fantasy	[]
15858	fantasy	[]
15868	fantasy	[821787, 49771, 3102821, 3310083, 7955579, 13562891, 16221043, 17372039, 22841994, 21523103, 24490481, 24548235, 28550610, 29546094, 32196033, 32196073, 28757261, 2239941]
15872	fantasy	[722642, 943082, 840699, 1, 1216022, 1251658, 6595389, 17347380, 22844202, 840577]
15881	fantasy	[113269, 1410666, 357545, 165225, 620125, 50968, 1611602, 2936498, 1045206, 7315822, 289011, 6454728, 4, 615204, 545121, 7809996, 713214, 3310098, 7979789, 12230873, 13603662, 13563648, 13564685, 18193751, 17347384, 22841998, 22037377, 30184931, 29917268, 29241319, 29238041, 28141183, 28699254, 480478, 72196]
16433	horror	[]
16476	fantasy	[]
16480	fantasy	[]
16482	fantasy	[]
16484	fantasy	[]
16488	fantasy	[16476]
16489	vampires	[]
16490	fantasy	[]
16493	horror	[]
16494	fantasy	[7046909]
16500	fantasy	[]
16502	horror	[]
16509	fantasy	[1735635]
16519	horror	[]
16522	horror	[]
16526	fantasy	[47739, 1574651]
16529	fantasy	[4613905, 16533]
16533	fantasy	[]
16536	sci-fi	[]
16539	fantasy	[]
16542	fantasy	[]
16595	fantasy	[]
16596	fantasy	[]
16597	fantasy	[13505442]
16598	fantasy	[]
16599	fantasy	[]
16600	fantasy	[]
16601	fantasy	[]
16653	fantasy	[]
16688	sci-fi	[]
16690	sci-fi	[]
16694	fantasy	[165491, 497348, 15280, 828398, 15268, 929711, 6377851, 23432795, 15241, 481779, 569712]
16705	fantasy	[]
16788	fantasy	[5936857, 862814, 594625, 862816, 18242066, 8873264, 6225133, 7061309, 18330852, 23150246, 28787941]
16790	fantasy	[]
16793	audio	[]
17061	fantasy	[]
17136	classic	[]
17206	fantasy	[]
17238	classics	[]
17245	classics	[]
17267	theology	[]
17315	fantasy	[17191339]
17316	fantasy	[]
17320	fantasy	[]
17327	fantasy	[]
17343	fantasy	[]
17477	childhood	[8596361]
17683	fantasy	[477732]
17707	science-fiction	[11, 386162, 3245424, 8706, 6492539, 10421640, 14, 8653023, 16, 79259, 13484271, 1110350, 81644, 35533631, 6691227, 11177547, 6315567, 10052680]
17721	fantasy	[3072471, 9635015, 3294392, 15547, 15546, 583482]
17781	nora-roberts	[6589971]
17861	fantasy	[17830596]
17864	fantasy	[6643644]
17867	fantasy	[6057294]
17998	fantasy	[227865, 18401589]
18003	fantasy	[22550, 5409851, 5098, 12877261, 3030034, 11609135, 10389721, 12090838, 18070976, 21855883, 24779443, 29430673, 30983478, 43615, 28253070, 19978116]
18004	fantasy	[1010040, 3413104, 408853, 577177, 5094, 2484277, 13386852, 12754892, 29430675, 30983474, 995123, 19844937]
18072	fantasy	[995127]
18114	fantasy	[12852305, 408855, 764484, 534678, 5096, 1629449, 3075802, 3587160, 13083063, 28253767, 13403351]
18115	fantasy	[827970, 208321, 12699042, 24937342, 119322]
18122	fantasy	[45487, 1487933, 45480, 2416296, 839967, 241939, 5949392, 1067325]
18129	horror	[10607, 15943780, 13547851, 13573618, 24845874]
18130	fantasy	[3389205, 452409, 177358, 1148896, 865964, 10351434]
18131	fantasy	[13415723, 1309367, 117980, 66242, 839741, 159069, 2086389, 11607104, 22878833, 25688203, 317521, 11607103, 19084316]
18155	sci-fi	[]
18341	fantasy	[]
18392	young-adult	[9783478, 19039213, 1190505]
18393	fantasy	[9783491, 18930005]
18394	fantasy	[9783492, 18952239]
18395	arthurian	[8985956, 1190933]
18396	fantasy	[]
18423	science-fiction	[118028, 17155499, 29889256, 25837084, 224279]
18510	fantasy	[12517169, 14743516, 77683, 222909, 727798, 1070463, 497347, 222947, 828401, 6309474, 1612852, 1517589, 34, 15997536, 15331, 822619, 9678418, 1933444, 13604689, 13513038, 15923738, 13356706, 17206506, 17237811, 15923739, 17611510, 423092, 481774, 11186746, 13488305]
18512	fantasy	[10241797, 77685, 3379781, 3297829, 10455630, 727810, 28850, 6069923, 1811091, 15397, 497349, 1079424, 15298, 892555, 63358, 12477414, 15923742, 15923743, 13356708, 49891, 2151424, 11186750, 601137]
18877	fantasy	[367395, 3284049, 7826419]
18878	fantasy	[]
18879	fantasy	[]
18880	fantasy	[937951]
18881	fantasy	[]
18882	fantasy	[]
18884	fantasy	[983162]
18886	fantasy	[5983210, 7294634, 6482644, 13633797]
18887	fantasy	[6482626, 16127777]
18889	fantasy	[]
18890	fantasy	[]
18892	fantasy	[1086464, 467480]
18943	fantasy	[]
18950	sf-masterworks	[18952]
18952	sf-masterworks	[]
18963	fantasy	[214173]
18964	fantasy	[214166]
18965	classics	[]
19126	manga	[]
19298	fantasy	[]
19312	fantasy	[]
19320	fantasy	[50001, 822109]
19580	horror	[]
19593	horror	[]
19605	sci-fi	[]
19818	fantasy	[]
19820	fantasy	[]
19821	fantasy	[]
19822	fantasy	[]
19824	fantasy	[]
19852	forgotten-realms	[]
19854	fantasy	[]
19855	fantasy	[]
19856	fantasy	[]
19857	fantasy	[]
19858	forgotten-realms	[]
19908	paranormal-romance	[]
19909	paranormal-romance	[6590380]
19910	paranormal-romance	[6590418]
19912	paranormal-romance	[]
19913	paranormal-romance	[]
19914	romance	[]
19916	paranormal	[]
19983	fantasy	[]
20001	short-stories	[]
20002	fantasy	[]
20074	science-fiction	[6541406, 1017651]
20075	fantasy	[465898, 6186637]
20076	science-fiction	[1165559]
20082	science-fiction	[6473146, 17856298]
20252	science-fiction	[]
20343	fantasy	[]
20773	paranormal-romance	[]
20774	paranormal-romance	[11768308, 15754271]
20775	alexandra-ivy	[13517789]
20929	fantasy	[16091250]
21059	fantasy	[2286291]
21060	fantasy	[8612613]
21061	fantasy	[]
21063	fantasy	[]
21277	urban-fantasy	[1166509, 8131431, 6747725, 7236944]
21284	fantasy	[17694865]
21318	fantasy	[]
21337	horror	[]
21787	favourites	[]
22550	fantasy	[5409851, 5098, 12877261, 3030034, 11609135, 10389721, 12090838, 18070976, 21855883, 24779443, 29430673, 30983478, 43615, 28253070, 19978116]
22590	sci-fi	[]
22708	manga	[]
22712	fantasy	[231569]
22715	manga	[]
22817	manga	[]
22867	fantasy	[]
22875	fantasy	[687217]
22895	fantasy	[]
22896	fantasy	[6582537]
22915	classics	[594735, 564309, 11187090, 13706938, 15945613, 16480219, 17318195, 27266726, 254450, 20630225]
22916	classics	[22915, 594735, 564309, 11187090, 13706938, 15945613, 16480219, 17318195, 27266726, 254450, 20630225]
22917	classics	[847567, 22916, 22915, 594735, 564309, 11187090, 13706938, 15945613, 16480219, 17318195, 27266726, 254450, 20630225]
22930	paranormal-romance	[]
23218	young-adult	[]
23224	young-adult	[234893, 13494774]
23225	young-adult	[6571581, 8553642, 2024977]
23236	romance	[]
23238	romance	[18068428]
23239	paranormal	[]
23240	romance	[]
23241	romance	[9941487, 16169225]
23242	young-adult	[]
23243	romance	[]
23244	paranormal	[18480319]
23340	fantasy	[]
23399	fantasy	[939599, 171503]
23453	fantasy	[23454, 9947214, 31126103, 10103077]
23454	fantasy	[9947214, 31126103, 10103077]
23455	fantasy	[22746453]
23459	fantasy	[]
23461	fantasy	[]
23463	fantasy	[]
23506	manga	[1357864]
23591	fantasy	[1642591, 2969785, 7445179, 17448060, 20323677, 23513994]
23600	fantasy	[]
23603	fantasy	[]
23617	fantasy	[]
23625	tolkien	[8363800]
23627	fantasy	[]
23632	fantasy	[260111]
23651	fantasy	[7337, 77686, 1236112]
23653	classic	[2194861, 437049, 20927204, 6332181, 289919, 5907, 42672, 838640, 8540726, 12973648, 13512170, 15923724, 289870, 15809993, 16170202, 16134225, 17183425, 15329, 5915, 13414569, 227221, 6637795]
23722	manga	[]
23839	horror	[]
23854	fantasy	[]
23944	literature	[]
24087	fantasy	[]
24088	fantasy	[]
24093	fantasy	[]
24094	fantasy	[8248444, 24885677]
24213	classics	[24220, 24217, 1991559, 974530, 426792, 7181829, 9223017, 4971790, 13664833, 12197986, 15844279, 19286544, 26064782, 490973, 28190157, 5660772]
24217	classics	[1991559, 974530, 426792, 7181829, 9223017, 4971790, 13664833, 12197986, 15844279, 19286544, 26064782, 490973, 28190157, 5660772]
24220	classics	[24217, 1991559, 974530, 426792, 7181829, 9223017, 4971790, 13664833, 12197986, 15844279, 19286544, 26064782, 490973, 28190157, 5660772]
24249	fantasy	[]
