item_id	i_genre_c	r_sequel
6538	true-crime	[]
6539	mystery	[232131, 566505, 9804467]
6540	thriller	[10236247, 18818726, 823005, 11600628]
6541	mystery	[1303845]
6543	patricia-cornwell	[828552, 13000624, 2314017]
6555	horror	[]
6568	horror	[]
6572	horror	[]
6588	james-patterson	[5978681]
6838	john-sandford	[8333881, 1523286]
6853	mystery	[9697888, 9831831, 12191139, 9264097, 148157, 13280662]
6854	mystery	[9468289]
6857	mystery	[]
6858	mystery	[1046017, 6505951, 1068941]
7034	mystery	[163840, 15894]
7035	mystery	[1019353, 7059, 18107288, 5980857, 6209796]
7036	mystery	[763358, 958366, 6209794, 97881]
7038	mystery	[12492536, 15837749, 6209793, 163841]
7039	mystery	[6987745, 7038, 12492536, 15837749, 6209793, 163841]
7041	mystery	[6465831, 331696]
7052	mystery	[28184, 816166, 5057651]
7053	mystery	[616166, 7034, 163840, 15894]
7058	mystery	[]
7059	mystery	[18107288, 5980857, 6209796]
7061	mystery	[11175490]
7194	mystery	[]
7238	horror	[11944555, 13502924, 25909090, 21337]
7263	urban-fantasy	[6367255]
7432	mystery	[6607783, 1053920]
7433	mystery	[6607776, 514765, 597712]
7435	mystery	[]
7510	james-patterson	[]
7520	brad-thor	[9323452, 6297249, 1043461]
7661	science-fiction	[]
7667	thriller	[]
7668	thriller	[]
7670	science-fiction	[]
7672	science-fiction	[]
7675	thriller	[]
7679	science-fiction	[]
7869	thriller	[515608, 11250222, 18687376, 873753, 873751, 9933133]
8520	mystery	[]
8538	mystery	[9639614]
8552	mystery	[]
8557	mystery	[]
8568	mystery	[]
8574	mystery	[]
8664	mystery	[]
8741	mystery	[10684966, 11291156, 8290940, 31702474]
8751	mystery	[69268, 1110589, 6068873, 52415, 9696768, 6933727, 15832841]
8856	mystery	[17884962]
8857	mystery	[11557428, 13526031, 17333402, 18876318, 2280234, 1384398]
8858	mystery	[]
8859	mystery	[11816697, 3142813]
8861	mystery	[9945464, 4253137]
8921	classics	[392159, 8925, 1959120, 4859247, 8924, 223337, 7810124, 13142917, 1198235, 7599739, 6321415, 223336, 2847447, 4788257, 13609587, 7148831, 8878861, 12450582, 12565013, 13154237, 25574495, 15994554, 22028606, 23202505, 25700274, 27869730, 8130813, 9639857, 24753839, 313184, 9693787, 13447936, 5171021]
8924	classics	[223337, 7810124, 13142917, 1198235, 7599739, 6321415, 223336, 2847447, 4788257, 13609587, 7148831, 8878861, 12450582, 12565013, 13154237, 25574495, 15994554, 22028606, 23202505, 25700274, 27869730, 8130813, 9639857, 24753839, 313184, 9693787, 13447936, 5171021]
8925	classics	[1959120, 4859247, 8924, 223337, 7810124, 13142917, 1198235, 7599739, 6321415, 223336, 2847447, 4788257, 13609587, 7148831, 8878861, 12450582, 12565013, 13154237, 25574495, 15994554, 22028606, 23202505, 25700274, 27869730, 8130813, 9639857, 24753839, 313184, 9693787, 13447936, 5171021]
8926	classics	[]
9014	dystopia	[]
9082	mystery	[]
9087	christian-fiction	[12410379, 7204189, 8653416]
9106	mystery	[3062847, 24206158, 30233873, 1958219]
9722	crime	[828415]
10148	classics	[3586, 482060, 7014331, 17668221, 23229308]
10217	mystery	[]
10220	mystery	[]
10221	mystery	[]
10305	mysteries	[34744169]
10433	stephen-coonts	[]
10574	stephen-king	[13406]
10577	stephen-king	[]
10582	horror	[]
10589	horror	[]
10603	horror	[]
10605	horror	[]
10614	horror	[]
10618	horror	[]
10619	horror	[]
10625	horror	[]
10629	horror	[]
10757	mystery	[7248800, 8141404, 7313799]
10783	cuba	[]
10993	mystery	[25710408]
11003	mystery	[6473170, 826308]
11125	thriller	[]
11278	mystery	[14781228, 844055]
11279	horror	[2679776, 11512]
11282	mystery	[23731839]
11512	horror	[]
11532	horror	[91993, 10582]
11564	stephen-king	[]
11573	thriller	[]
11574	stephen-king	[]
11590	horror	[]
11597	king	[]
11607	stephen-king	[]
11917	mystery	[6606372, 1654936, 7150783, 910152, 13009223]
12000	mystery	[]
12468	true-crime	[]
12497	thriller	[]
12648	mystery	[]
12650	mystery	[]
12652	mystery	[]
12654	mystery	[16043588]
12768	mystery	[447757]
12794	mystery	[]
12873	classics	[]
12877	mystery	[2787849]
13061	humor	[761427]
13062	mystery	[9675213, 831496, 7154718]
13065	mystery	[938404, 9118359]
13066	mystery	[]
13068	mystery	[]
13079	mystery	[6345719]
13081	mystery	[18903308]
13082	mystery	[]
13128	james-patterson	[6428894, 855521, 9918746, 4733378, 8160415, 13529140, 13529141, 13524236, 8108624]
13130	james-patterson	[]
13131	james-patterson	[]
13132	james-patterson	[446384, 13155, 6697049, 11253273, 6226221]
13133	james-patterson	[]
13136	james-patterson	[14290460, 6361289]
13137	mystery	[6920211, 2904843, 6416011, 11597058, 8419060]
13140	james-patterson	[12712578, 828636]
13143	alex-cross	[6449503, 9915931, 7423496]
13144	james-patterson	[79378]
13145	mystery	[33287868, 33970445]
13147	james-patterson	[19539931, 5487613, 1011493, 18814151, 7625309]
13148	mystery	[5436967, 7419466, 9850502, 11781567, 33287869, 828641, 896229]
13151	james-patterson	[7956345, 8113352, 4317258]
13153	james-patterson	[]
13155	james-patterson	[6697049, 11253273, 6226221]
13159	james-patterson	[1581466, 685399, 13147, 19539931, 5487613, 1011493, 18814151, 7625309]
13162	james-patterson	[6498594, 1186363]
13163	james-patterson	[1070265, 696320, 2055395, 828628, 33668, 2156837, 2370689, 6462556, 23084434]
13264	mystery	[205]
13397	tom-clancy	[]
13398	tom-clancy	[]
13399	tom-clancy	[]
13406	stephen-king	[]
13451	stephen-king	[]
14072	mystery	[1090901, 12993820]
14400	mystery	[11211608]
14404	mystery	[1250071, 11046992, 11309111, 536834, 12645587, 7944229]
14465	mystery	[9666612, 155884, 6605476]
14554	sidney-sheldon	[15822806, 1301626, 32327792, 1689397, 533309, 22820714, 10832165, 743213, 15743655, 8506421, 17926643, 16110381, 9909173, 6068537]
14652	mystery	[402471]
14653	mystery	[]
14655	mystery	[]
14656	mystery	[2602894]
14658	mystery	[]
14659	mystery	[]
14663	mystery	[10377633]
14756	chick-lit	[]
14785	mystery	[6563363, 691532, 732886]
14839	david-baldacci	[]
14995	horror	[1160083, 12845211, 6562912, 748610, 906901, 12586477]
14996	horror	[532373, 6562913, 7149135, 12945217, 1021395]
14997	horror	[305088, 906899, 2207358, 6604002, 16424527, 304747, 12654519, 16433]
15085	mystery	[2393376, 557104]
15086	mystery	[]
15154	david-baldacci	[441849, 1609592, 6271213, 1182266]
15158	thriller	[1979451, 6056800]
15159	thriller	[]
15253	mystery	[]
15307	mystery	[512308]
15316	mystery	[269760, 8202786]
15654	true-crime	[]
15676	horror	[]
15677	classics	[]
15746	horror	[]
15752	dean-koontz	[]
15769	thriller	[7738050, 13531075]
15859	mystery	[3279099, 232145, 2576590, 11478825, 13555130, 9880920]
15860	thriller	[]
15888	historical-fiction	[]
15894	mystery	[]
15901	mystery	[97884, 950465, 97873, 9939926]
15902	mysteries	[753437, 950480, 6615286]
15903	scotland	[113346, 9652406, 651651, 6265997, 537003]
15904	mystery	[838669, 17242487, 851872, 5458060, 1222060]
16243	mystery	[8168770, 527334, 3147021, 11370120, 18076058, 902665, 11147844]
16297	mysteries	[2099700, 15844554, 606273, 10035454, 12355109, 8105101]
16298	mystery	[15829403, 10152901, 8104916, 17731979, 17345481, 25718708, 15792338]
16299	mystery	[]
16300	mystery	[2940348, 2308212, 6241087, 645718, 15846693, 9698430, 9973646, 13605387, 17980346]
16303	mystery	[645784, 3305094, 6473193, 753753, 6061523, 9816291, 14743825, 23012031, 19002768]
16304	mystery	[6240980, 16364, 2279440, 13562020, 853510, 6563506, 6723396, 18044812, 28455477, 6337309, 12704763, 31359761, 21853964, 10994518, 9817107, 9571724, 9571725, 7390590, 21099828, 29433742, 24530582, 25555313, 35841827, 34066636, 8104984, 816063, 1732390]
16305	crime	[6506771, 10166163, 2173271, 19543135, 2202477]
16306	mystery	[9966528, 18858580]
16307	mystery	[10175663, 2188795, 12138596, 9974201, 26569721, 6506768, 32758320, 13551261, 22368120, 22317891, 13419207]
16308	mystery	[9776185, 2173412, 7870430, 5050348, 16359, 2632821, 3526032, 17839533, 12210390, 9775792, 17237320, 12415116, 9782855]
16312	mystery	[1629517, 9300187, 2695432, 9821573, 13597033, 22583789]
16315	mystery	[]
16316	agatha-christie	[13551804, 8561317, 102304, 15844569, 5051174, 16135148, 6559086, 664694, 7950510]
16319	mystery	[15755989, 9650864, 1086366, 10369146, 18084908, 34038927, 23012038, 28075073, 9135923, 29553037, 1949260, 528951, 18216958]
16322	mystery	[8561554, 15844581, 590002, 18900222, 8105012, 7647633, 17284935, 18275453, 9672973, 21085299, 8576919, 19990437, 10586147]
16325	mystery	[6241018, 11913425, 13721330, 26871634]
16326	mystery	[7859751, 8552464, 26129174, 2168683, 18079305, 6418757, 10243584, 13266176, 25972350, 16102271, 16156658, 25478333]
16328	mystery	[1848562, 13499449, 17099259, 6387714, 6251566, 6904676, 16112703, 9618464, 12985821, 17309967, 21064438, 22738155, 34328979, 18563915, 21414109, 13638867]
16329	mystery	[9660595, 16427, 13275897, 8105104, 12035242, 17278222, 17706805, 3223643]
16330	crime	[2001864, 16426, 11958644, 13502728, 6354915]
16331	mystery	[22555689, 16059159, 8112696, 6061553, 18078186, 6473195, 10158388, 9782663, 282872, 6240113, 20656812, 2576391, 6145887]
16332	mystery	[1722646, 7791520, 9812599, 7948369, 13575803]
16333	mystery	[282857, 6579050, 698624, 6645980, 9572483, 6240186, 13610867]
16335	mystery	[20626032, 10994590, 17228618, 10457848, 6354914, 1799502, 13415071, 8484394, 31190523]
16341	mystery	[7027784, 6061570]
16342	mystery	[144206, 923240, 6251571, 10179170, 6095120, 1669882]
16343	mystery	[816084, 12901571, 140290, 1722890, 12328489, 13062129, 7675803, 2183119, 10399619, 11053431, 11293305, 594132, 6380687, 6775574, 18911292, 23564815, 20942212, 8431867, 17191917, 22395249, 2893800]
16344	agatha-christie	[7859844, 6251569, 121620, 13480393, 13598438, 22478430, 834376, 816054, 12964377]
16349	christmas	[10366490, 8561482, 9660609, 9416116, 574205, 719389, 2879224, 21065320, 18868800, 11958690, 6240307, 20737909, 30810418, 15700635, 23606349]
16351	mystery	[834387, 7890697, 11237421, 12168274, 9899381, 33529662, 8133698]
16352	agatha-christie	[13516829, 140266, 6612829, 7076546, 10357166, 26092363]
16355	mystery	[]
16356	mystery	[7860599, 10824939, 13622143, 13575811]
16358	mystery	[]
16359	mystery	[2632821, 3526032, 17839533, 12210390, 9775792, 17237320, 12415116, 9782855]
16360	mystery	[9733322, 11751995, 140276, 6506772, 10168517, 18400675, 10474129, 25003872, 15820302, 22735082, 12769901, 15728337]
16361	mystery	[2111591, 296028, 27866592, 8605442, 9129665, 18882135, 8104993, 20588859]
16363	mystery	[9634970, 6145628, 590454, 140361, 1722609, 18079181, 6775543, 10451407, 6473198, 538596]
16364	mystery	[2279440, 13562020, 853510, 6563506, 6723396, 18044812, 28455477, 6337309, 12704763, 31359761, 21853964, 10994518, 9817107, 9571724, 9571725, 7390590, 21099828, 29433742, 24530582, 25555313, 35841827, 34066636, 8104984, 816063, 1732390]
16366	mystery	[]
16368	agatha-christie	[9681998, 13368587, 15820664, 18707630]
16369	mystery	[7081429, 18079369, 33861541, 10427343, 9858200, 17345612, 1009709, 12510663, 11063359, 1678893, 8104986, 8133699]
16371	mystery	[13157213, 121622, 2188827, 5102846, 6473201, 3008317, 10632315, 3421409]
16372	mystery	[9687544, 6458543, 10153531, 5051038, 640021, 9606629, 18132411, 1121698, 1568388, 809650]
16422	mystery	[477597, 26635457, 10166818, 8105013, 10533541, 12357344, 2111554, 6413554, 3421410, 2125953]
16424	mystery	[13551726, 7862737, 9660594, 719391, 8104929, 6473194, 10167550, 15750104, 25010564, 28670385, 11298143, 6240363, 589500, 645745]
16425	mystery	[6428537, 3224257, 13622403, 11110412, 22553421, 11554261, 27273311]
16426	crime	[11958644, 13502728, 6354915]
16427	mystery	[13275897, 8105104, 12035242, 17278222, 17706805, 3223643]
16428	mystery	[]
16429	dean-koontz	[]
16430	horror	[6587500, 20554737]
16431	dean-koontz	[]
16433	horror	[]
16434	horror	[]
16435	horror	[]
16439	mystery	[]
16440	mystery	[]
16441	mystery	[]
16489	vampires	[]
16703	mystery	[]
16762	mystery	[]
16763	mystery	[]
16764	mystery	[]
16767	mystery	[]
16768	mystery	[]
16772	mystery	[]
16773	mystery	[]
16776	mystery	[6473301]
16779	mystery	[]
16780	mystery	[]
16781	mystery	[]
16782	mystery	[]
16973	mystery	[2138137]
17231	mystery	[2435451, 10120771, 6056552, 22678706, 9825898]
17319	mystery	[]
17495	enid-blyton	[]
17514	children	[]
17810	horror	[]
18191	mystery	[]
18342	horror	[]
18402	mystery	[]
18427	true-crime	[]
18431	mystery	[]
18442	mystery	[6613862]
18448	mystery	[7189381, 22430416]
18455	james-bond	[885854, 8525827, 15924411, 17623589, 15954476, 24964299]
18610	mystery	[]
18710	mystery	[13045663]
18942	mystery	[6630611]
18956	true-crime	[]
18989	mystery	[9267177, 16169700, 876723, 11317472, 10239820, 10073506, 11224859, 12512131, 11821566, 7081540, 13493826, 13372883, 11898227, 13494936, 17304330, 20587606, 813063, 6420106, 9931005, 22081768]
18990	espionage	[1141847, 7494326, 7625877, 10010895, 13482855, 19807176, 11326657, 1071097, 11224868, 1141843]
18992	mystery	[17735048, 12358271, 13542506, 25345317, 18715700]
18999	espionage	[7494339, 10114342, 11289020, 1071096]
19000	thriller	[]
19052	mystery	[8116382]
19494	thriller	[6522616, 6462953, 6618344, 6622803, 28489422, 8032277, 14849216, 12986717, 17707596, 19847968, 11066198, 1705752]
19496	james-bond	[3113048, 5894530, 17379070, 15954467, 24357523, 513967, 416004]
19577	horror	[1079410, 6015526]
19581	horror	[]
19583	horror	[35109203]
19586	horror	[7225309]
19668	thriller	[353771]
19670	thriller	[]
19671	tom-clancy	[]
19672	tom-clancy	[]
19674	tom-clancy	[2101316, 1662560, 21489115]
19675	thriller	[415038, 114095]
19676	tom-clancy	[]
19683	tom-clancy	[]
19684	tom-clancy	[]
19686	tom-clancy	[]
19687	thriller	[254085]
19688	tom-clancy	[]
19690	ebooks	[131649]
19691	thriller	[4822213, 6283934, 19439739]
19699	thriller	[]
19707	thriller	[7459614, 185318, 19699]
20233	mystery	[9482698]
20234	mystery	[]
20235	mystery	[8266794]
20237	mystery	[8202548]
20238	mystery	[]
20239	mystery	[]
20240	mystery	[]
20862	tom-clancy	[]
20864	tom-clancy	[]
20867	tom-clancy	[]
20868	tom-clancy	[]
21186	young-adult	[]
21220	mystery	[]
21276	crime	[]
21278	crime	[6011422]
21279	crime	[]
21282	crime	[339114, 16162572]
21283	crime	[]
21287	crime	[9821142]
21293	thriller	[]
21337	horror	[]
21340	horror	[5513058, 7057575, 16430, 6587500, 20554737]
21362	horror	[997158, 481316, 10406083, 3363812, 6512386]
21387	horror	[6667654, 17623159, 18750467, 966744]
21389	horror	[466185, 387511, 601386, 10423315, 32416, 8122946, 837728, 1333583, 6373329]
21425	james-patterson	[13132, 446384, 13155, 6697049, 11253273, 6226221]
21436	james-patterson	[710989]
21445	james-patterson	[1853512, 6135424, 508933, 11597057, 21472]
21472	james-patterson	[]
21489	mystery	[]
21526	mystery	[]
21527	mystery	[]
21534	mystery	[11503432, 14062464, 3476103, 7152201]
21535	mystery	[49363, 9634324, 19397531, 6090356, 1026019, 9867599]
21538	mystery	[9911017, 1070480, 1430064, 17825266, 461080, 32505, 6465036, 1026017]
21539	mystery	[3284906, 1430062, 10773147, 1093095, 1859864, 2636676, 22511158, 6279832, 805303, 7129346, 6438578, 27867792]
21546	mystery	[7947116, 9971255, 13529120, 1140743]
21548	mystery	[10414605, 6498595]
21558	mystery	[69615]
21671	mystery	[]
21681	mystery	[425132, 9652104, 2403870, 5241335, 10153792, 7998474]
21683	mystery	[1899690, 1180651, 6564699]
21685	mystery	[10412795, 14289186, 9528196, 2403869, 32969549, 8684949, 8301537, 9803605]
21686	mystery	[]
21704	mystery	[85587, 1805958, 918496, 8388822, 11783478, 13363040, 7379033]
21717	mystery	[]
21718	mystery	[272217, 21724, 16176965, 22448751, 2501211, 10181838, 12248928, 25803949, 23215472, 25187184, 12829074, 1949796]
21719	mystery	[1433152, 9713795, 1629709, 3110290, 10261501, 12078802, 6646563]
21720	karin-slaughter	[5965169, 9439978, 2335105, 2834143, 6235662, 13657294, 35071567, 11852058, 2474272]
21721	mystery	[6646564, 313238, 313241]
21722	karin-slaughter	[6646565, 899201]
21724	mystery	[16176965, 22448751, 2501211, 10181838, 12248928, 25803949, 23215472, 25187184, 12829074, 1949796]
21726	horror	[]
21727	thriller	[]
21745	thriller	[455869, 6461040, 2922478, 11242109, 10169827, 913733, 15808668]
21749	lee-child	[2532028, 2529191, 10297058, 108942, 11398148, 6388980, 10001694]
21753	thriller	[394715, 1937026, 24841016, 6439529, 18945930, 11398114, 46602, 19285671]
21767	crime	[25017364]
21796	thriller	[61888, 17291863, 17239774, 1111344]
21805	thriller	[]
21829	thriller	[929912, 1575171, 929907, 11979842]
21832	thriller	[8396420]
21836	thriller	[2999745, 3650114]
21837	thriller	[618825]
21838	thriller	[6712318]
21841	thriller	[]
21972	horror	[8150096, 11423724, 7146108, 831573, 20724408, 9868403, 303103, 23995912, 19209888]
21983	mystery	[4565737, 39033, 1420344, 13432061, 9356971]
22026	crime	[1798470, 2572723]
22028	crime	[4314979]
22029	classics	[6055267]
22034	classics	[17665878, 2691629, 6485609, 22036, 56817, 6163050, 9697196, 3277568, 2650627, 6629070, 18007489, 8748313, 15733538, 25448900, 18886906, 22029, 6055267]
22036	classics	[56817, 6163050, 9697196, 3277568, 2650627, 6629070, 18007489, 8748313, 15733538, 25448900, 18886906, 22029, 6055267]
22063	mystery	[]
22065	mystery	[18799738]
22067	hard-case-crime	[]
22068	mystery	[]
22071	hard-case-crime	[]
22072	mystery	[18799741]
22076	king	[]
22095	thriller	[6950799, 18310320, 1809288]
22209	mystery	[14950947]
22411	john-sandford	[6416379]
22576	thriller	[1563710]
22598	lesbian	[]
22600	lesbian	[]
22713	mystery	[]
22894	thriller	[1904658, 18443325, 1582331]
23217	chick-lit	[11476769, 6571584, 415464]
23220	chick-lit	[7038740, 849676, 849675, 6571579, 8808727]
23237	mystery	[]
23807	horror	[6586236, 9440817, 9131004, 17612985, 21528916, 1202594]
23808	horror	[1202593, 2178040, 1786141, 183187, 1883277, 3407979, 1883275, 1802430, 1274884, 23807, 6586236, 9440817, 9131004, 17612985, 21528916, 1202594]
23809	horror	[2329587]
23824	mystery	[17344467, 18651820, 18595122, 1525997]
23841	horror	[18917289]
23843	horror	[]
23846	horror	[]
24044	adventure	[]
24045	adventure	[]
24047	adventure	[]
24048	mystery	[]
24050	adventure	[]
24052	mystery	[]
24127	mystery	[1037350, 20708929]
24192	john-grisham	[]
24244	mystery	[21546, 7947116, 9971255, 13529120, 1140743]
24253	mystery	[]
24423	horror	[]
24469	mystery	[5264254, 2005206]
24471	mystery	[1782597, 8189176]
25120	mystery	[]
25170	mystery	[]
25171	mystery	[]
25172	mystery	[]
25173	mystery	[]
25174	mystery	[]
25175	mystery	[19179268]
25176	mystery	[]
25177	mystery	[]
25178	mystery	[]
25332	horror	[]
25365	mystery	[]
25794	horror	[]
25807	classics	[]
25883	thriller	[]
26187	mystery	[18521445, 270691, 818018, 8865481, 213739, 1978469, 13272662, 6013876, 1392593, 6321904, 1341969, 10501957, 7748715, 818022, 1930816, 1566360, 960, 998880, 3324557, 873884, 10021132, 7995557, 3565315, 3565313, 7557392, 22855797, 11204368]
26284	thriller	[]
26286	thriller	[]
26292	thriller	[]
26722	vince-flynn	[6296642]
26723	vince-flynn	[14906347, 26722, 6296642]
26758	mystery	[]
27004	fantasy	[]
27006	mystery	[]
27009	mystery	[]
27167	mystery	[6589749]
27168	mystery	[]
27170	mystery	[16282608]
27171	mystery	[]
27269	mystery	[11392365]
27582	mystery	[804713, 6602465]
27695	mystery	[]
27747	mystery	[]
27932	mystery	[]
28184	mystery	[816166, 5057651]
28205	thriller	[]
28206	thriller	[]
28207	thriller	[]
28208	thriller	[]
28209	thriller	[]
28210	thriller	[]
28211	thriller	[]
28559	mystery	[1862809]
28560	mystery	[6609440, 1515766, 485031, 1050383, 9772736, 15145556, 2075738, 10788875, 11407976, 25879779, 6544691, 2203907, 16112805]
28561	mystery	[1050424]
28562	jeffery-deaver	[113502]
28563	thriller	[1050392]
28564	mystery	[13487428]
28566	mystery	[10842998, 9646878, 609666, 8114621]
28568	mystery	[1401337, 1454792]
28676	horror	[]
28877	horror	[7913303, 12698082, 232768, 6098657, 6111723, 13423764, 23617675, 25189816, 228053, 940537, 22439373]
28913	mystery	[1442258, 17426346]
28978	mystery	[19236732]
28979	mystery	[]
29034	plays	[]
29044	mystery	[]
29204	mystery	[13174225, 27226824]
29205	mystery	[]
29262	thriller	[]
29263	thriller	[17381841, 22027353, 8273080, 9572260, 17817936, 22892551, 6485581]
29264	thriller	[3268850]
29325	mystery	[]
29326	mystery	[10769122]
29456	mystery	[]
