item_id	i_genre_c	r_sequel
37486	young-adult	[]
37487	young-adult	[]
37731	young-adult	[454858]
37732	young-adult	[]
37743	young-adult	[]
37761	young-adult	[]
37780	young-adult	[2459598]
38511	young-adult	[]
38513	young-adult	[]
38514	young-adult	[]
38515	young-adult	[]
38517	young-adult	[]
38520	young-adult	[2454881]
38530	young-adult	[]
38532	young-adult	[]
38533	sweet-valley-high	[1753395, 16172268]
38536	young-adult	[]
38537	young-adult	[]
38564	vampires	[33878350]
38601	young-adult	[]
38695	young-adult	[685689, 781819, 268774]
38703	young-adult	[6586515]
38709	young-adult	[285943, 13405625, 38695, 685689, 781819, 268774]
38885	young-adult	[]
38893	young-adult	[]
38980	young-adult	[169297, 10345824, 1004573, 1499517, 6084399, 11224227]
38988	young-adult	[]
38989	young-adult	[]
39346	vampires	[6663096]
39347	young-adult	[13256564]
39632	young-adult	[]
39634	young-adult	[]
39635	young-adult	[871171]
39636	young-adult	[]
39637	young-adult	[]
39638	young-adult	[]
39639	fearless	[]
39640	young-adult	[]
39779	camp-confidential	[999641]
39988	young-adult	[]
40156	fantasy	[1082753, 448873, 30363359]
40158	fantasy	[]
40159	fantasy	[448872, 8265644, 30363361, 34414104]
41666	young-adult	[]
41672	young-adult	[641991]
41865	young-adult	[2311681, 871224, 5043803, 5999961, 5945479, 12626302]
42166	young-adult	[]
43298	young-adult	[]
43455	v-c-andrews	[]
43456	v-c-andrews	[2267287]
43457	v-c-andrews	[]
43459	v-c-andrews	[]
43460	v-c-andrews	[]
43484	v-c-andrews	[]
43486	v-c-andrews	[]
43488	v-c-andrews	[]
43489	v-c-andrews	[6167576]
43490	v-c-andrews	[]
43526	young-adult	[16074985]
43527	young-adult	[3312252, 16074977]
43529	young-adult	[15800128, 16074976]
44170	fantasy	[499118]
44184	young-adult	[6574093]
44331	young-adult	[44338]
44335	young-adult	[]
44337	young-adult	[]
44338	young-adult	[]
44349	young-adult	[]
44350	young-adult	[]
44353	young-adult	[]
45432	fantasy	[]
45434	young-adult	[727168, 851226]
45484	young-adult	[289113]
45486	young-adult	[12904105, 45484, 289113]
45978	young-adult	[1339888, 311512, 5945894]
46258	realistic-fiction	[]
46260	young-adult	[439072, 1193251]
46263	young-adult	[2945431]
46368	young-adult	[1234373]
46593	young-adult	[]
46777	fantasy	[10299192, 7993975]
47626	young-adult	[819909, 819911, 8586587, 8077713, 12892553, 17165654]
47646	fantasy	[]
47908	young-adult	[]
47922	young-adult	[10999167, 47927]
47923	chick-lit	[3142268, 1603066, 1926122]
47924	young-adult	[1603068]
47926	young-adult	[6367280]
47927	young-adult	[]
47944	lgbt	[]
48417	mystery	[]
48421	mystery	[]
48436	mystery	[]
48442	mystery	[]
48722	steampunk	[13221013]
48775	mystery	[]
48816	nancy-drew	[]
48926	young-adult	[]
48954	young-adult	[]
49041	young-adult	[4283937, 563012, 2198719, 2311682, 2326730, 1881429, 2243541, 6235034, 6573555]
49733	young-adult	[]
49750	young-adult	[]
50053	young-adult	[1474229]
51069	young-adult	[]
51070	young-adult	[]
51167	young-adult	[]
51428	fantasy	[2107805, 17969786, 8618207, 601719]
51737	young-adult	[]
51738	young-adult	[]
52558	young-adult	[7194057, 6724294, 141371]
52739	young-adult	[]
53072	vc-andrews	[]
53132	fantasy	[7618029]
53134	fantasy	[17562074]
53135	fantasy	[]
53168	horror	[7761069]
53496	young-adult	[]
54422	chick-lit	[357627]
58350	young-adult	[18399757, 1275750]
58351	young-adult	[1305090]
58889	fantasy	[12532233]
58890	fantasy	[12430147, 879227]
58893	fantasy	[3316010, 12384973]
58894	fantasy	[]
58898	fantasy	[13554695, 153794, 58889, 12532233]
59250	young-adult	[]
59264	young-adult	[]
59265	young-adult	[3218335, 8041361, 59264]
60510	fantasy	[1192363, 3462638, 6691056, 12517748, 17206162, 18946055, 23609791, 7003332, 28685408]
62251	v-c-andrews	[32920298]
64427	young-adult	[13272489, 531197, 514990]
64653	young-adult	[898298]
65066	young-adult	[2856830]
65067	young-adult	[9436534, 9509298]
65686	christian-fiction	[]
65700	young-adult	[18615061, 20312874, 20516886]
65811	young-adult	[1908064]
65840	young-adult	[7148543, 77393, 65700, 18615061, 20312874, 20516886]
66892	young-adult	[]
66898	young-adult	[]
66899	young-adult	[]
66900	young-adult	[]
66901	young-adult	[]
66905	young-adult	[]
66929	young-adult	[9211607]
66930	young-adult	[]
66931	young-adult	[]
66975	young-adult	[]
67660	fantasy	[]
67661	fantasy	[9657852, 4613709, 149169, 837674, 4613633, 3304, 23516045, 7120584, 13179413, 67660]
69322	young-adult	[]
69335	young-adult	[10208591]
69336	young-adult	[3263858, 69322]
69936	young-adult	[8134703]
69940	young-adult	[69936, 8134703]
70082	young-adult	[]
70948	young-adult	[394364, 6915748, 1758244, 17336842, 8604267, 17666746, 2225234, 832144, 18119, 77473, 24963098, 563765]
71331	young-adult	[]
71365	young-adult	[28194, 6056091, 6178576, 292110]
71366	young-adult	[444331, 1001997, 71365, 28194, 6056091, 6178576, 292110]
71629	young-adult	[21800998]
71863	young-adult	[]
71864	young-adult	[11143215, 12564023, 12141352]
71865	young-adult	[2075603, 8601327, 10812458, 11197293, 20620056, 12403797]
71866	young-adult	[]
71867	young-adult	[8951555]
71869	young-adult	[17125747, 1965906]
71870	young-adult	[13597891, 15746382, 16619759]
71873	young-adult	[2051991, 6315353, 71863]
72027	young-adult	[855843, 5456, 855844]
72846	v-c-andrews	[]
74023	christian	[]
76185	young-adult	[]
76314	humour	[820576]
76981	young-adult	[87976]
77100	young-adult	[]
77393	young-adult	[65700, 18615061, 20312874, 20516886]
77473	young-adult	[24963098, 563765]
80246	young-adult	[]
80349	young-adult	[]
80491	young-adult	[898196, 5669965]
81121	fantasy	[]
82434	young-adult	[]
82436	young-adult	[]
82501	young-adult	[]
82549	young-adult	[3020052]
82553	young-adult	[1965908, 15746426, 17878533]
82588	young-adult	[]
82605	young-adult	[2010574, 71870, 13597891, 15746382, 16619759]
82609	young-adult	[7501974, 71869, 17125747, 1965906]
82779	young-adult	[1372175]
82780	young-adult	[82779, 1372175]
82781	mystery	[]
82783	young-adult	[22473277, 1346345]
82860	mystery	[]
84028	young-adult	[2818242]
84066	young-adult	[]
84067	young-adult	[]
84071	young-adult	[]
84073	young-adult	[771754]
84076	young-adult	[]
84082	fantasy	[]
85967	christian	[17254028]
85989	young-adult	[]
85993	young-adult	[611113]
86238	young-adult	[169887, 20632268, 26220221]
87273	young-adult	[9725666, 2415810, 26531259, 1046362]
87427	science-fiction	[]
87560	young-adult	[]
87573	young-adult	[]
87976	young-adult	[]
88495	young-adult	[2349310, 9588863]
88496	young-adult	[2349305, 9588890]
89528	young-adult	[]
89791	horror	[]
89793	fear-street	[1577694]
89794	fear-street	[2273298]
89795	fear-street	[]
89796	horror	[]
89797	horror	[]
89798	fear-street	[]
89800	horror	[]
89801	horror	[]
89803	fear-street	[]
89804	fear-street	[]
89806	horror	[]
89807	horror	[]
89809	young-adult	[]
89810	fear-street	[]
90118	young-adult	[]
90475	young-adult	[]
91836	fantasy	[]
92717	young-adult	[180412]
93401	mystery	[]
93724	young-adult	[5510265]
93725	young-adult	[93731, 2024940]
93726	young-adult	[7377622, 2068673]
93727	young-adult	[]
93728	young-adult	[2009135, 25801356, 568609, 2997545]
93729	young-adult	[1641428, 169299, 7377524, 2068670, 2475138]
93730	young-adult	[]
93731	young-adult	[2024940]
93732	young-adult	[10786722]
93739	young-adult	[7117785]
93741	young-adult	[]
93742	young-adult	[]
93743	young-adult	[6084403]
93745	young-adult	[10346868, 93728, 2009135, 25801356, 568609, 2997545]
93770	young-adult	[]
93779	young-adult	[]
93780	young-adult	[]
93783	young-adult	[]
93787	young-adult	[]
94062	young-adult	[]
94063	young-adult	[]
94064	young-adult	[]
94070	young-adult	[16144535, 17365069]
94072	young-adult	[8144452]
94073	young-adult	[17160703]
94319	young-adult	[7176548]
94681	fantasy	[18366042, 8949]
95658	young-adult	[]
95659	young-adult	[7037593]
95660	young-adult	[]
95661	the-clique	[833745]
95908	young-adult	[]
95910	fantasy	[23309650, 27221928]
95912	young-adult	[]
95913	fantasy	[23309579]
95914	fantasy	[1927264]
96263	young-adult	[]
96267	young-adult	[17832692]
96725	fantasy	[]
97783	young-adult	[8118212, 17374111, 30373749, 7853977]
99561	young-adult	[]
100489	fantasy	[]
101914	young-adult	[]
102449	v-c-andrews	[]
102853	young-adult	[]
103815	young-adult	[]
103983	young-adult	[]
104378	young-adult	[]
104379	young-adult	[]
104571	fantasy	[]
104575	fantasy	[104571]
104896	young-adult	[]
105648	young-adult	[13043912]
105650	young-adult	[]
106081	young-adult	[4737642, 6908393, 10393673]
106085	vampires	[]
106489	fantasy	[302641, 7687501, 7963743]
107664	fantasy	[18470187, 1995100, 4872295]
107666	young-adult	[]
107670	fantasy	[]
107784	julie-garwood	[15779361]
107923	young-adult	[]
107926	fear-street	[]
107928	horror	[]
107930	horror	[]
108175	poetry	[]
109782	christian-fiction	[]
109784	christian-fiction	[]
109785	young-adult	[]
110535	young-adult	[]
111011	young-adult	[]
112628	young-adult	[]
112629	young-adult	[347577]
112630	young-adult	[2892985]
112631	young-adult	[11340420, 177344, 864766]
112633	young-adult	[7972206, 864758, 112675]
112636	young-adult	[112629, 347577]
112656	young-adult	[864759, 563712, 112659, 11154882, 402013, 8286130]
112659	young-adult	[11154882, 402013, 8286130]
112674	young-adult	[]
112675	young-adult	[]
112684	young-adult	[1071297]
112692	young-adult	[402016]
112693	young-adult	[112692, 402016]
112706	young-adult	[855842, 452306]
112967	fantasy	[1134020]
112968	fantasy	[]
112969	fantasy	[1189150, 4990871]
113304	fantasy	[]
114411	science-fiction	[2812651]
114701	young-adult	[]
114954	young-adult	[6251486, 8130012, 10569435, 11387534, 4927729]
115722	young-adult	[]
115723	fearless	[]
115724	young-adult	[646291]
115725	fearless	[]
115730	young-adult	[]
115732	fearless	[]
115815	buffy	[]
116560	fantasy	[176531, 17972807]
116562	fantasy	[]
118041	young-adult	[682785]
118672	mystery	[]
118756	fantasy	[]
119010	m-m	[]
119015	m-m	[]
119324	young-adult	[1506614, 70948, 394364, 6915748, 1758244, 17336842, 8604267, 17666746, 2225234, 832144, 18119, 77473, 24963098, 563765]
119832	young-adult	[]
119838	young-adult	[]
122104	fantasy	[]
123106	young-adult	[]
123448	humor	[]
124834	v-c-andrews	[]
124838	fantasy	[]
126215	young-adult	[]
126431	young-adult	[22396330]
127348	robin-jones-gunn	[9654101]
127351	christian-fiction	[]
127420	young-adult	[]
127421	young-adult	[]
127422	young-adult	[]
127424	young-adult	[]
127425	young-adult	[]
127426	young-adult	[]
127427	young-adult	[]
127428	young-adult	[]
127429	young-adult	[]
127432	young-adult	[]
127434	young-adult	[]
127436	young-adult	[]
127439	young-adult	[]
127442	young-adult	[]
127444	young-adult	[]
127446	young-adult	[]
127450	young-adult	[]
127453	young-adult	[]
127454	young-adult	[]
127459	fantasy	[3042227, 10340630, 8518051]
127574	christian	[]
128084	young-adult	[]
128092	young-adult	[6577632]
128528	thirst	[13480739, 5941233]
128881	young-adult	[]
128996	young-adult	[4472365, 7163365]
129125	fantasy	[]
129647	young-adult	[]
130837	young-adult	[]
131844	young-adult	[]
131845	young-adult	[]
131897	young-adult	[]
133742	young-adult	[]
133823	young-adult	[]
133824	young-adult	[7159567]
133825	young-adult	[]
133826	young-adult	[]
133827	young-adult	[]
133829	young-adult	[]
133830	young-adult	[]
133839	young-adult	[]
135887	fantasy	[]
136782	young-adult	[16142455, 819967, 826379, 2370123]
137765	young-adult	[]
137948	young-adult	[]
137949	young-adult	[]
137950	young-adult	[]
137951	young-adult	[]
137952	young-adult	[]
137970	young-adult	[]
137971	young-adult	[]
137972	young-adult	[12745818]
137988	fantasy	[]
137995	young-adult	[]
137997	fantasy	[]
138202	young-adult	[9638227, 6473959, 7114364]
139253	young-adult	[]
139418	young-adult	[]
140997	fantasy	[]
140998	fantasy	[140997]
141371	young-adult	[]
141372	young-adult	[]
141966	young-adult	[44337]
144350	young-adult	[3815319]
144794	matthew-reilly	[]
146492	young-adult	[]
146493	young-adult	[]
146494	young-adult	[]
146497	young-adult	[]
147243	young-adult	[8762780]
147801	fantasy	[]
147864	young-adult	[42166]
147866	young-adult	[147869]
147869	young-adult	[]
148769	young-adult	[]
149169	fantasy	[837674, 4613633, 3304, 23516045, 7120584, 13179413, 67660]
152004	young-adult	[]
153779	fantasy	[1135857]
153780	fantasy	[2660693]
153781	fantasy	[]
153782	young-adult	[12304817]
153783	fantasy	[3011113, 5997799, 8236826]
153784	fantasy	[153823, 6443249, 223822]
153785	fantasy	[]
153788	fantasy	[]
153792	fantasy	[1103255]
153794	fantasy	[58889, 12532233]
153795	fantasy	[883444]
153800	fantasy	[773688, 8248442]
153806	fantasy	[]
153819	fantasy	[]
153823	fantasy	[6443249, 223822]
154655	mystery	[14323516]
156172	fantasy	[]
157047	mystery	[]
157066	mystery	[]
157080	mystery	[]
158341	horror	[18899066]
159903	young-adult	[]
160605	young-adult	[]
161426	young-adult	[]
161456	horror	[]
161887	fantasy	[294967, 10428983]
162085	young-adult	[]
162086	young-adult	[]
162089	young-adult	[]
162719	fantasy	[]
163459	young-adult	[4285906]
163460	young-adult	[15713698, 26116466, 562762, 7671305, 13279074]
164718	horror	[20828081]
164719	horror	[8176546, 12196001]
164720	fantasy	[]
164721	horror	[]
164722	fantasy	[]
164726	fantasy	[6699311, 7437588, 7702746, 9687600, 19173015]
164729	fantasy	[1605208, 8952, 1066067]
166999	young-adult	[7670578]
169000	star-wars	[]
169001	star-wars	[]
169002	star-wars	[]
169005	star-wars	[]
169012	star-wars	[]
169017	star-wars	[]
169293	young-adult	[18524709]
169297	young-adult	[10345824, 1004573, 1499517, 6084399, 11224227]
169299	young-adult	[7377524, 2068670, 2475138]
169756	young-adult	[]
169807	christian	[]
169875	young-adult	[]
169887	young-adult	[20632268, 26220221]
170136	fantasy	[]
170171	young-adult	[]
170215	young-adult	[]
170217	young-adult	[357605]
170529	young-adult	[65067, 9436534, 9509298]
170970	fantasy	[738776]
171006	romance	[]
171020	young-adult	[]
171865	sci-fi	[12010981]
172257	fantasy	[23890740]
172258	young-adult	[]
172262	young-adult	[8948, 1712569, 216064, 2112755]
173266	mystery	[]
175004	young-adult	[]
175005	alex-rider	[]
176178	young-adult	[]
176249	fear-street	[]
176251	fear-street	[]
176253	horror	[]
176256	horror	[]
176258	horror	[2114478]
176259	horror	[]
176270	fear-street	[]
176271	young-adult	[]
176273	horror	[]
176280	young-adult	[]
176281	fear-street	[]
176282	fear-street	[]
176283	fear-street	[]
176286	horror	[]
176287	fear-street	[]
176337	horror	[]
176339	horror	[]
176340	horror	[]
176343	young-adult	[]
176345	horror	[2564591]
176346	horror	[2256020]
176400	horror	[]
176401	horror	[]
176402	young-adult	[2255990]
176403	young-adult	[]
176438	fear-street	[11248913]
176439	young-adult	[]
176440	horror	[]
176444	horror	[]
176473	horror	[]
176474	young-adult	[]
176475	point-horror	[]
176476	horror	[]
176477	fear-street	[]
176479	horror	[]
176531	fantasy	[17972807]
176534	fantasy	[17160895, 10449088]
176552	fear-street	[]
176555	fear-street	[]
176560	fear-street	[]
176561	horror	[]
176563	fear-street	[]
176576	fear-street	[]
176577	horror	[]
176579	young-adult	[]
176583	young-adult	[]
176586	fear-street	[]
176588	young-adult	[]
176589	fear-street	[]
176591	fantasy	[]
176597	horror	[]
176599	fear-street	[]
176601	fear-street	[]
176602	horror	[]
176603	young-adult	[]
176604	fear-street	[]
176610	fear-street	[]
176619	fear-street	[]
176620	horror	[1418893]
176635	fear-street	[]
176636	fear-street	[]
176637	fear-street	[]
176639	horror	[]
176650	fear-street	[]
176652	fear-street	[]
176663	fear-street	[]
176675	horror	[]
176687	fear-street	[]
176690	young-adult	[]
176967	fantasy	[6657590, 6950378]
177344	young-adult	[864766]
177345	young-adult	[853369, 402014, 864762, 7740127, 112674]
178408	mystery	[]
179064	fantasy	[444323]
180412	young-adult	[]
181423	young-adult	[]
181424	young-adult	[]
181425	young-adult	[]
181426	young-adult	[]
181427	young-adult	[]
181431	young-adult	[]
181432	young-adult	[]
181437	young-adult	[]
181439	young-adult	[]
182246	religion	[]
182597	horror	[]
182598	fear-street	[]
182599	fear-street	[7076909, 8152783]
182600	horror	[]
186103	young-adult	[590138, 9744557, 6739111]
187269	american-girl	[21088]
187753	young-adult	[5843255, 590126, 13513454]
187809	young-adult	[]
187811	young-adult	[7112293]
187812	young-adult	[]
191295	young-adult	[]
191296	young-adult	[]
191297	young-adult	[]
191298	young-adult	[]
191299	young-adult	[]
191300	young-adult	[]
195672	fantasy	[7955588]
196549	young-adult	[11094292]
196550	young-adult	[]
196643	young-adult	[]
196655	young-adult	[22564142]
196666	young-adult	[20817320]
196671	young-adult	[]
198689	young-adult	[994233]
198692	young-adult	[866257]
199686	young-adult	[2414558]
199687	young-adult	[9637944, 6389631]
199688	young-adult	[819788]
199699	young-adult	[8538414, 22339002]
199781	young-adult	[207683]
199783	young-adult	[]
199785	young-adult	[7112358]
199786	young-adult	[6569734, 7844808, 7112322]
201114	young-adult	[]
201819	horror	[4915420]
201905	young-adult	[13609248]
202632	young-adult	[]
203437	young-adult	[]
204297	young-adult	[783641, 7376809]
204924	young-adult	[17259976, 1379188, 295323, 870823]
205057	chick-lit	[]
207034	young-adult	[]
207433	young-adult	[]
207682	young-adult	[]
207683	young-adult	[]
207684	young-adult	[]
207688	young-adult	[]
207689	young-adult	[93727]
208159	fantasy	[]
208493	young-adult	[10946883]
208909	young-adult	[]
210329	young-adult	[311479]
211610	romance	[]
211619	young-adult	[]
213647	fantasy	[]
213652	fantasy	[589776]
213753	young-adult	[20196412, 2557920, 7169603, 9649388, 7306746, 10120539, 23589406, 15722012]
213999	young-adult	[]
214438	young-adult	[112706, 855842, 452306]
214856	young-adult	[]
215539	fantasy	[2891264]
215540	fantasy	[1296830]
215541	fantasy	[]
215542	fantasy	[]
215543	fantasy	[764698]
216064	young-adult	[2112755]
216160	young-adult	[]
216435	science-fiction	[]
216437	science-fiction	[560469]
216548	mystery	[2974906]
219110	steampunk	[]
219408	young-adult	[745381, 3118442]
219563	young-adult	[836798]
219570	young-adult	[2510765]
222524	realistic-fiction	[]
223822	fantasy	[]
224500	young-adult	[859702, 1006601, 9883674]
226151	vampires	[9866730]
226682	v-c-andrews	[270535]
226683	v-c-andrews	[]
226687	vc-andrews	[]
226708	v-c-andrews	[]
226720	v-c-andrews	[]
227283	young-adult	[]
227331	young-adult	[10318671]
227651	young-adult	[297598, 1222403]
228002	young-adult	[]
228855	young-adult	[]
229033	fantasy	[]
229496	young-adult	[]
232671	young-adult	[]
232673	young-adult	[]
233330	young-adult	[]
233333	young-adult	[12343682, 18344141]
233747	young-adult	[2174481, 1897567]
233789	young-adult	[]
234893	young-adult	[6571580, 10137716]
234907	young-adult	[187811, 7112293]
234908	young-adult	[199786, 6569734, 7844808, 7112322]
234942	horror	[31228943]
234943	fantasy	[18743928, 107670]
234951	horror	[]
234972	young-adult	[]
235125	young-adult	[6924405]
235173	young-adult	[]
235378	horses	[]
237320	young-adult	[]
237721	fantasy	[60510, 1192363, 3462638, 6691056, 12517748, 17206162, 18946055, 23609791, 7003332, 28685408]
238360	young-adult	[]
238836	young-adult	[2110849]
238838	young-adult	[]
239774	young-adult	[1554097, 771703, 84076]
240136	young-adult	[6875163, 2790831, 9370793, 6586540, 16078585, 13581049, 13086115]
241976	fantasy	[1401359]
242514	rory-gilmore-reading-challenge	[]
247962	historical-fiction	[]
247963	young-adult	[2544799]
247964	young-adult	[]
248290	fantasy	[]
248377	fantasy	[]
248470	young-adult	[2876228, 10088391]
248482	fantasy	[2130323, 8569233, 4259870]
248484	fantasy	[]
248704	young-adult	[]
250027	star-wars	[]
250040	young-adult	[]
250924	young-adult	[]
252809	young-adult	[]
253106	young-adult	[11318585, 11514273]
256476	young-adult	[]
256683	young-adult	[1471425, 2261214, 21394255, 10407121, 2938728, 18079910, 12029011, 7541858, 6999776, 6820997, 9782708, 9692831, 9025186, 16074780, 24885537, 26542880, 29356081]
257445	young-adult	[733112]
258468	young-adult	[7347377, 9842606, 13080245]
259693	young-adult	[]
259967	young-adult	[]
259978	young-adult	[259983]
259983	young-adult	[]
259993	horror	[479325]
259994	young-adult	[515620]
259996	young-adult	[259978, 259983]
259997	young-adult	[]
260014	young-adult	[]
260037	young-adult	[13536361, 18599938]
260042	young-adult	[917101]
260043	horror	[]
260047	horror	[]
260058	young-adult	[6345005]
260060	young-adult	[369794]
260062	young-adult	[]
260063	young-adult	[]
260792	young-adult	[214438, 112706, 855842, 452306]
261122	vampires	[6282699, 6700360, 16173937, 11292997]
261161	young-adult	[]
261904	childhood	[261905, 1193548]
261905	childhood	[1193548]
261906	childhood	[261904, 261905, 1193548]
261925	young-adult	[357601]
261927	young-adult	[357597]
261928	bluford	[]
261930	the-gun	[]
263147	vampires	[9692768, 9001660, 12275207, 6617790, 11393193]
263148	vampires	[704038, 11136929]
263171	vampires	[5489683]
263172	vampires	[]
264061	young-adult	[]
264110	young-adult	[]
264540	young-adult	[]
266607	fantasy	[1406578]
266663	young-adult	[]
266666	young-adult	[]
266689	young-adult	[]
266765	young-adult	[]
266791	childhood	[266794, 13564263]
266794	childhood	[13564263]
266900	young-adult	[]
266909	childhood	[]
267008	young-adult	[9815327, 9815328, 15058657, 21412526, 6479286]
267417	young-adult	[3467]
268774	young-adult	[]
270363	young-adult	[]
270535	v-c-andrews	[]
270730	young-adult	[]
270804	young-adult	[7023386, 8123443, 6106296]
270805	young-adult	[]
270807	young-adult	[7898276, 1472456, 6507411, 17334390]
271019	fantasy	[13260739]
272315	lgbt	[]
272337	young-adult	[]
272347	young-adult	[]
272393	young-adult	[]
272596	young-adult	[]
