id,user_id,phase_id,scroll_id,panel_id,image_id,rating,review
106,0,1,1,7,13,4,This scroll shows a very important belief which is good wins over evil in a story that most of the people in India believe that Goddess Durga killed an evil calles Mahishasura and brought peace among the people.
107,0,1,1,8,15,1,"I did not like this scroll, it shows the doings of sati as in what happens to a women after her husband is dead, she has to leave everything even all of her hair which is bad and injustice to women back then."
108,0,1,1,9,17,5,What I liked in this scroll is that there are few ppl in the boat praising and bestowing worship to a women who I am assuming is Goddess Saraswati because Goddess Saraswati resides in a huge lotus.
109,0,1,1,10,19,3,The image is about a king I assume and people are at his service.
110,0,1,1,11,21,3,I can see people worshiping Goddess Durga showing that females are worth worshiping.
111,0,1,1,12,23,4,I assume that this scroll image is about a marriage and few people are part of this marriage and are blessing the new couple by cheering them and playing shankh.
112,0,1,2,1,25,3,I am assuming that this image is from Ramayan and Lord Ram and Lakshan are having a quick chat with Lord Garuda.
113,0,1,2,2,27,4,what I like in this image is teamwork as it is taken from the famous story of Ramayan.
114,0,1,2,4,31,4,What I like from this image is that Lord Hanuman wants to help Lord Ram to make sure Lashsman is OK.
115,0,1,1,1,1,4,What I like in this panel is that there are all gods and in the middle is goddess Durga which shows the importance of feminine energy. 
116,0,1,1,1,1,4,What I like in this panel is that there are all gods and in the middle is goddess Durga which shows the importance of feminine energy.
117,0,1,1,1,1,4,What I like in this panel is that there are all gods and in the middle is goddess Durga which shows the importance of feminine energy.
118,0,1,1,1,1,4,What I like in this panel is that there are all gods and in the middle is goddess Durga which shows the importance of feminine energy.
119,0,1,1,1,1,4,What I like in this panel is that there are all gods and in the middle is goddess Durga which shows the importance of feminine energy.
120,0,1,1,1,1,4,What I like in this panel is that there are all gods and in the middle is goddess Durga which shows the importance of feminine energy. 
121,0,1,1,2,3,5,What I like in this panel is that a women is feeding cattle. 
122,0,1,1,2,3,4,What I like in this panel is that a women is feeding cattle
123,0,1,1,2,3,5,What I like in this panel is that a women is feeding cattle
124,0,1,1,2,3,5,What I like in this panel is that a women is feeding cattle. 
125,0,1,1,2,3,4,What I like in this panel is that a women is feeding cattle
126,0,1,1,2,3,4,What I like in this panel is that a women is feeding cattle
127,0,1,1,2,3,5,What I like in this panel is that a women is feeding cattle. 
128,0,1,1,2,3,4,What I like in this panel is that a women is feeding cattle
129,0,1,1,1,1,4,what I liked in this panel is that there are all gods and the the middle is a female goddess Durga showing feminine energy.
130,0,1,1,2,3,4,What I liked about this panel is a women feeding cattles.
131,0,1,1,1,1,4,what I liked in this panel is that there are all gods and the the middle is a female goddess Durga showing feminine energy.
132,0,1,1,2,3,4,What I liked about this panel is a women feeding cattles.
133,0,1,1,1,1,4,what I liked in this panel is that there are all gods and the the middle is a female goddess Durga showing feminine energy.
134,0,1,1,3,5,4,What I like about this panel is people chit chatting.
135,0,1,1,3,5,4,What I like about this panel is people chit chatting.
136,0,1,1,3,5,4,What I like about this panel is people chit chatting.
137,0,1,1,2,3,4,What I liked about this panel is a women feeding cattles.
138,0,1,1,3,5,4,What I like about this panel is people chit chatting.
139,0,1,1,3,5,4,What I like about this panel is people chit chatting.
140,0,1,1,3,5,4,What I like about this panel is people chit chatting.
141,0,1,1,3,5,4,What I like about this panel is people chit chatting.
142,0,1,1,3,5,4,What I like about this panel is people chit chatting.
143,0,1,1,3,5,4,What I like about this panel is people chit chatting.
144,0,1,1,1,1,4,what I liked in this panel is that there are all gods and the the middle is a female goddess Durga showing feminine energy.
145,0,1,1,4,7,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
146,0,1,1,3,5,4,What I like about this panel is people chit chatting.
147,0,1,1,4,7,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
148,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
149,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
150,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
151,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
152,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
153,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
154,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
155,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
213,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
157,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
158,0,1,1,4,7,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
159,0,1,1,4,7,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
160,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
161,0,1,1,4,7,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
162,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
163,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
164,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
165,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
166,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
167,0,1,1,6,11,3,What I liked in this panel is that people even though they are busy in their chores they have time for worshiping god.
168,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
169,0,1,1,4,7,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
170,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
171,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
172,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
173,0,1,1,6,11,3,What I liked in this panel is that people even though they are busy in their chores they have time for worshiping god.
174,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
175,0,1,1,5,9,2,What I liked about this panel is that two people are fighting and a person is playing background music.
176,0,1,1,7,13,4,What I liked in panel is that everyone is worshiping goddess Durga.
177,0,1,1,6,11,3,What I liked in this panel is that people even though they are busy in their chores they have time for worshiping god.
178,0,1,1,8,15,1,I did not like this panel as it is showing the practice of Sati.
179,0,1,1,9,17,5,What I liked about this panel is that people are worshiping a goddess that to goddess of knowledge.
180,0,1,1,8,15,1,I did not like this panel as it is showing the practice of Sati.
181,0,1,1,8,15,1,I did not like this panel as it is showing the practice of Sati.
182,0,1,1,8,15,1,I did not like this panel as it is showing the practice of Sati.
183,0,1,1,7,13,4,What I liked in panel is that everyone is worshiping goddess Durga.
184,0,1,1,6,11,3,What I liked in this panel is that people even though they are busy in their chores they have time for worshiping god.
185,0,1,1,10,19,3,What I like in this panel is that people are at the service of a king I assume.
186,0,1,1,10,19,3,What I like in this panel is that people are at the service of a king I assume.
187,0,1,1,10,19,3,What I like in this panel is that people are at the service of a king I assume.
188,0,1,1,11,21,3,What I liked in panel is that everyone is worshiping goddess Durga.
189,0,1,1,11,21,3,What I liked in panel is that everyone is worshiping goddess Durga.
190,0,1,1,11,21,3,What I liked in panel is that everyone is worshiping goddess Durga.
191,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
192,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
193,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
194,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
195,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
196,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
197,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
198,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
199,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
200,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
201,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
202,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
203,0,1,2,1,25,4,What I like about this panel is that Lord Ram and Lakshman are having a small chat with Lord Garuda
204,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
205,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
206,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
207,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
208,0,1,2,2,27,5,I liked the teamspirit in this panel.
209,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
210,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
211,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
212,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
442,0,1,5,3,57,1,Great visualization of Ramayana
214,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
215,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
216,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
217,0,1,1,12,23,5,What I like about this panel is that there is a marriage taking place.
218,0,1,2,1,25,4,What I like about this panel is that Lord Ram and Lakshman are having a small chat with Lord Garuda
219,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
220,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
221,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
222,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
223,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
224,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
225,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
226,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
227,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
228,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
229,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
230,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
231,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
232,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
233,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
234,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
235,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
236,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
237,0,1,2,4,31,5,What I liked about this panel is that Lord Hanuman wants too save Lakshman.
238,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
239,0,1,2,3,29,5,I disliked this panel because the good god Lord Hanuman is taken into custody by Ravana.
240,0,1,2,5,33,1,What I disliked about this panel is that these people are having a conversation rather than saving goddess Sita.
241,0,1,2,5,33,1,What I disliked about this panel is that these people are having a conversation rather than saving goddess Sita.
242,0,1,3,1,35,5,What I liked in this panel is they voted a new king and are crowning him.
243,0,1,3,2,37,1,I didn't quite understand the meaning of the panel.
244,0,1,3,3,39,3,"What I liked about this panel is that Ravana is dead, as in good wins over evil."
245,0,1,3,4,41,3,What I liked about this panel is that These people are having a fight which is quite brave to save Goddess Sita.
246,0,1,3,4,41,3,What I liked about this panel is that These people are having a fight which is quite brave to save Goddess Sita.
247,0,1,4,1,43,5,What I liked in this panel is that Lord Ram and Lakshman finally saved Goddess Sita.
248,0,1,4,1,43,5,What I liked in this panel is that Lord Ram and Lakshman finally saved Goddess Sita.
249,0,1,4,2,45,1,I disliked this panel because Lord ravana is planning on something.
250,0,1,4,2,45,1,I disliked this panel because Lord ravana is planning on something.
251,0,1,4,3,47,4,What I liked in this panel is that Lord Ram and Lakshman finally saved Goddess Sita.
252,0,1,4,4,49,5,What I liked in this panel is that Lord Ram and Lakshman finally saved Goddess Sita.
253,0,1,4,5,51,1,I didn't quite understand the meaning of the panel.
254,0,1,5,1,53,4,What I liked in this panel is that Lord Ram and Lakshman finally saved Goddess Sita.
255,0,1,5,1,53,4,What I liked in this panel is that Lord Ram and Lakshman finally saved Goddess Sita.
256,0,1,5,2,55,1,I disliked this panel because Lord ravana is planning on something.
257,0,1,5,3,57,3,What I liked in this panel is that Lord Ram and Lakshman and Goddess Sita are altogether.
258,0,1,5,3,57,3,What I liked in this panel is that Lord Ram and Lakshman and Goddess Sita are altogether.
259,0,1,5,4,59,3,What I liked in this panel is that Lord Ram and Lakshman and Goddess Sita are altogether.
260,0,1,5,6,63,1,I disliked this panel because Lord ravana is planning on kiddnapping Goddess Sita.
261,0,1,5,6,63,1,I disliked this panel because Lord ravana is planning on kiddnapping Goddess Sita.
262,0,1,1,1,1,5,I like the intricate details and colors in the painting.
263,0,1,1,1,1,5,This painting gives the essence of Goddess Durga in a folk art style which shows a lot of details and bright colors but the painting area seems congested and does not let the artist give equal attention to every part of it.
264,0,1,1,2,3,5,"It look so rural with its natural colors and the dotes of traditional costumes that were used on the people; however, the facial expressions could have been given more details so the feelings of the characters could be clearly seen.
"
265,0,1,1,3,5,5,"The painting is in general complete with folk art style, bright clothes colours and the mise-en-scène, but the faces are similar to each other."
266,0,1,1,4,7,5,"The painting depicts a divine scene on water and the use of color is rather fair, however the facial and body language should be more detailed to capture the events."
318,66,1,1,1,1,4,The displayed image is pretty good. All the Hindu gods are displayed in a beautiful way.
267,0,1,1,5,9,4,"It depicts a moment of fighting and dancing with a realistic brutish folk-art taste, though the positions of the fighters could be chosen more appropriate to convey an effect of the battle."
268,0,1,1,6,11,5,"The painting is quite rich in different aspects of rural life and spirituality, symbolism; however, the composition looks a bit cluttered, and, therefore, it is challenging to pay attention to some details."
269,0,1,1,7,13,5,"The painting provides an excellent representation of Goddess Durga slaying the demon, with most details and colors being as vibrant as possible, but a degree of clutter detracts from the overall scenery."
270,0,1,1,8,15,4,"The dramatic and ritualistic tension in the first painting create interest, though the faces must be more expressive."
271,0,1,1,9,17,5,"The serene picture of the divine from a lotus is pleasing to the eye, but the faces must be more detailed for more depth."
272,0,1,1,10,19,5,The royal figure within the palace is nicely composed with rich color but additional pose variation would generate dynamism.
273,0,1,1,11,21,5,"The goddess's powerful stance and symbolic imagery are effective, but the environment is somewhat sparse."
274,0,1,1,12,23,4,"The ritual gathering is full of life and color, though the subjects are somewhat redundant in pose."
275,0,1,5,1,53,4,"The dynamic movement and rich color contrast in the first painting make it a fascinating view, though the faces are not expressive enough."
276,0,1,5,2,55,3,"The heavenly figure and royal background in the second painting are well done, but facial expressions are a bit rigid."
277,0,1,5,3,57,5,"The natural background in the third painting nicely illustrates rural life, though the characters' poses are not as varied."
278,0,1,5,4,59,4,"The fourth one has a lively village scene with active body language, but the repeated postures make it less energetic."
279,0,1,5,5,61,3,"The novel viewpoint in the fifth one, with a big animal, introduces curiosity, but the composition is slightly off-balance."
280,0,1,5,6,63,3," The close-up village interaction in the sixth one is rich visually, though the background features are not so fine."
281,0,1,5,7,65,4,"The story in the seventh painting, which includes nature and human interaction, is intriguing, but the floating face appears unnatural."
282,0,1,5,8,67,4,"The enchanting depiction in the eighth painting, with an overgrown bird, is a captivating story, though the size appears exaggerated."
283,0,1,13,1,199,5,"The eerie contrast between the human-like figures and the creatures from a dream provides the piece with a haunting atmosphere, though some elements seem excessive."
284,0,1,13,2,201,4,"The dark, single-color tone does an excellent job of evoking mystery and suspense in the piece, though the single face makes the figures seem uniform"
285,0,1,13,3,203,4,"The multiple heads provide the piece with a mythological aura, though the symmetry makes it seem slightly rigid."
286,0,1,13,4,205,4,"The earth-toned and black color scheme is eye-catching, but the same pose for the characters reduces the sense of action.
"
287,0,1,13,5,207,5,"The fight is intense and dramatic, with flying arrows adding energy, though more variety in facial expressions would introduce emotion."
288,0,1,13,6,209,5,"Floating heads and seated characters create a visually appealing composition, but the perspective appears somewhat flattened.
"
289,0,1,13,7,211,5,"The animal-human hybrid is a curious visual element, but the simplicity of the background makes it appear disconnected from the rest of the work"
290,0,1,1,1,1,5,The painting depicts a powerful central figure.
291,0,1,1,2,3,5,I like the vibrant colors in this painting.
292,0,1,1,3,5,5,I like the variety of expressions on faces of each character
293,0,1,1,4,7,5,I like the flow of water in this painting but the feel of a boat could be better.
294,0,1,1,5,9,5,I like the detailed pattern on the drum and the characters' clothes.
295,0,1,1,6,11,5,I like how it includes multiple scenes in single painting.
296,0,1,1,7,13,5,I love the detailed patterns on the clothing of the central figure and overall composition of the painting.
297,0,1,1,8,15,5,I like the use of soft colors and the poses of the characters in the painting.
298,0,1,1,9,17,5,I like the composition of the people in the boat and the woman in the lotus flower.
299,0,1,1,10,19,5,I like the yellow color in the background which makes the central character more prominent.
300,0,1,1,11,21,5,I like the central figure which has a dynamic composition.
301,0,1,1,12,23,5,I like how each figure is posed differently and the detailing on the pot in the center.
302,0,1,2,1,25,5,I like the vibrant colors used for the bird.
303,0,1,2,2,27,3,I find the writing on the painting distractive.
304,0,1,2,3,29,5,I like the clothing of each figure and it's uniqueness
305,0,1,2,4,31,5,I like the contrasting colors in the painting.
306,0,1,2,5,33,5,I like how the multiple faces of central figure is drawn.
307,0,1,3,1,35,5,The overall style of painting includes bright and contrasting colors.
308,0,1,3,2,37,5,I like the use of repeating patterns in the clothing of figures.
309,0,1,3,3,39,5,I like the contrast between the blue faces and the orange background.
310,0,1,3,4,41,5,I like the color palette in this painting.
311,0,1,4,1,43,5,I love the way leaves on the tree depicted in this painting.
312,0,1,4,2,45,5,I like the unique pattern border around the painting.
313,0,1,4,3,47,5,The color palettes give a unique appeal to this painting.
314,0,1,4,4,49,5,The unique green color gives the painting a striking appearance.
315,0,1,4,5,51,5,I like how the bird is holding something in its beak.
316,0,1,5,1,53,5,The figures in the painting look lively
317,49,1,1,1,1,5,"This painting beautifully depicts the divine character of Goddess Durga in a traditional folk art design, with colorful tones and intricate ornamentation, though the artwork appears a bit cluttered, so it is harder to emphasize each detail."
319,66,1,1,2,3,4,"In this image, villages are portrayed in a breathtaking way."
320,66,1,1,3,5,3,The images vibrantly portrays traditional figures
321,66,1,1,4,7,3,The artwork beautifully illustrates a traditional and mythological theme.
322,0,1,1,1,1,5,liked it
323,0,1,1,2,3,5,liked it
324,0,1,1,3,5,5,"There is no background scenary
"
325,66,1,1,5,9,4,In this artwork vividly portrays traditional sword fight.
326,0,1,1,4,7,5,liked the concept
327,18,1,1,1,1,5,this is good
328,0,1,1,5,9,3,The leg looks incomplete
329,66,1,1,6,11,4,This artwork is a vibrant traditional painting with rich cultural storytelling.
330,0,1,1,6,11,5,"looks good and colourfull
"
331,0,1,1,7,13,5,good adaptation of festival
332,66,1,1,7,13,3,This artwork beautifully displays celebration of Hindu festival called durga puja.
333,0,1,1,8,15,3,""
334,0,1,1,9,17,2,looks incomplete
335,0,1,1,10,19,2,"size of characters are inconsistant
"
336,0,1,1,11,21,5,"looks good
"
337,18,1,1,2,3,4,this piece beautifully captures a rural scene with traditional folk art style.The expressions and postures of the figures suggest a moment of conversation or a significant event.The background makes me feel grounded in traditional and cultural narrative.
338,66,1,1,8,15,4,"The art depicts cultural symbolism, portraying a dramatic and intense narrative."
339,0,1,1,12,23,5,looks good
340,0,1,2,1,25,5,looks good - design on bird
341,0,1,2,2,27,3,""
342,0,1,2,3,29,5,loiked the pattern
343,66,1,1,10,19,4,The art vividly shows a courtroom in a kings palace
344,0,1,2,4,31,5,"looks good
"
345,0,1,2,5,33,5,liked the pattern
346,66,1,1,9,17,3,The art piece contains bold colors and mythological symbolism
347,0,1,3,1,35,5,liked the design and pattern
348,0,1,3,2,37,5,"liked the concept and designs
"
349,66,1,1,11,21,4,The artwork beautifully depicts the act of preaching to an idol.
350,0,1,3,3,39,5,liked the orange pattern
351,0,1,3,4,41,5,"liked the detailing
"
352,0,1,4,1,43,5,liked tree pattern
353,66,1,1,12,23,4,In this art a traditional event is shown in vibrant colours
354,0,1,4,2,45,3,looks good
355,0,1,4,3,47,3,"eyes looks incomplete
"
356,0,1,4,4,49,3,size is inconsistant
357,66,1,2,1,25,4,"This image depictios mythology, blending patterns with bold character expressions."
358,0,1,4,5,51,5,"liked bird design
"
359,0,1,5,1,53,2,face looks inconsistant
360,0,1,5,2,55,2,looks inconsistant
361,0,1,5,3,57,3,looks inconsistant
362,0,1,5,4,59,2,looks inconsistant
363,0,1,5,5,61,2,looks inconsistant
364,66,1,2,2,27,4,"A captivating and symbolic folk-art portrayal, with bold expressions."
365,0,1,5,6,63,3,tree looks good
366,0,1,5,7,65,2,animal with human face 
367,0,1,5,8,67,3,"bird head looks inconsistant
"
368,66,1,2,3,29,4,A folk-art that containsintricate detailing and symbolizing mythology
369,66,1,2,4,31,3,"The image vividly portrays Hindu gods Ram, lakshman and hanuman."
370,0,1,6,1,69,5,liked colour choice
371,66,1,2,5,33,4,"This artwork portrays mythological characters Ram, Lakshman in Ravan courtroom with vibrant colours"
372,0,1,6,2,71,5,liked colour choice and bird design
373,66,1,3,1,35,3,""
374,0,1,6,3,73,5,liked colour choice and characters detail
375,0,1,6,4,75,5,liked colour choice and characters detail
376,0,1,6,5,77,5,liked colour choice and characters detail
377,0,1,6,6,79,5,liked colour choice and characters detail
378,66,1,3,2,37,4,This images shows a mythological characters with bold colours
379,66,1,3,3,39,3,In this mythological character ravan is shown in vibrant colours
380,0,1,7,1,81,3,color is good but character details are inconsitant
381,0,1,7,2,83,2,color is good but character details are inconsitant
382,66,1,3,4,41,4,This art beautifully portrays war scene in ramayan in a breathtaking way.
383,0,1,7,3,85,2,color is good but character details are inconsitant
384,0,1,7,4,87,3,color is good but character details are inconsitant
385,0,1,7,5,89,2,character details are inconsitant
386,0,1,7,6,91,5,looks good 
387,0,1,7,7,93,3,color is good but character details are inconsitant
388,66,1,4,1,43,4,The image beautifully portrays mythological characters
389,0,1,7,8,95,3,color is good but character details are inconsitant
390,0,1,7,9,97,3,color is good but character details are inconsitant
391,0,1,7,10,99,4,color is good but character details are inconsitant
392,0,1,7,11,101,3,2D does not look good
393,66,1,4,2,45,4,The artwork displays mythological character Ravan in his court room with vibrant colours.
394,0,1,7,12,103,3,2D does not look good
395,0,1,7,13,105,4,"Character details are inconsistant
"
396,66,1,4,3,47,4,The art beautifully displays mythological characters from Ramayan.
397,0,1,7,14,107,3,Character details are inconsistant
398,0,1,7,15,109,4,Character details are inconsistant
399,66,1,4,4,49,4,The image beautifully displays mythological characteres with vibrant colours
400,66,1,4,5,51,4,"A visually stunning folk-art illustration that masterfully intertwines mythology, symbolism, and intricate detailing."
401,66,1,11,1,159,3,A stunning monochrome folk-art piece with intricate detailing and a graceful portrayal of divine and royal figures.
402,66,1,11,2,161,4,"An elegant and finely detailed folk-art composition, featuring graceful figures and a harmonious monochrome palette with subtle red highlights."
403,66,1,11,3,163,4,The folk-art is a composition of mythology with intricate patterns
404,66,1,11,4,165,4,A folk-art piece showcasing graceful figures that enhanced by a monochrome palette.
