user_id,item_id,time,item_series_id
5,150,883603013,SB150
5,18,883602965,SB18
5,165,883602865,SB165
5,421,883602865,SB421
5,200,883602864,SB200
5,474,883602762,SB474
5,151,883602730,SB151
5,497,883602730,SB497
5,183,883602730,Series 17_P1
5,466,883602690,SB466
5,363,883602690,SB363
5,199,883602690,SB199
5,505,883602664,SB505
5,481,883602664,SB481
5,512,883602664,SB512
5,498,883602664,SB498
5,522,883602596,SB522
5,167,883602574,SB167
5,419,883602501,SB419
5,270,883602501,SB270
5,185,883602462,SB185
5,210,883602462,SB210
5,170,883602462,SB170
5,353,883602422,SB353
6,337,892333206,SB337
6,578,892135347,SB578
6,648,892135347,SB648
6,661,892135347,SB661
6,429,892135347,SB429
6,353,892135347,SB353
6,190,892135346,SB190
6,182,892135346,SB182
6,196,892135346,SB196
6,635,892135346,SB635
6,11,892135346,SB11
6,254,892135277,SB254
6,320,892135078,SB320
6,131,892134959,SB131
6,30,892134959,SB30
6,551,892134811,SB551
6,549,892134010,SB549
6,656,892133739,SB656
6,383,892133670,SB383
6,313,892133670,SB313
6,516,892133466,SB516
6,575,892133361,SB575
6,382,892133310,SB382
6,573,892133310,SB573
6,571,892133271,SB571
6,581,892133180,SB581
6,72,892133154,SB72
6,172,892133057,SB172
6,424,892133036,SB424
6,536,892132972,SB536
7,678,879362423,SB678
7,230,879362423,Series 25_P1
7,238,879362423,SB238
7,224,879362423,SB224
7,562,879362423,SB562
7,514,879362422,SB514
7,546,879362356,SB546
7,679,879362356,SB679
7,185,879362356,SB185
7,226,879362356,Series 21_P2
7,677,879362356,SB677
7,81,879362356,SB81
7,219,879362356,Series 21_P6
7,427,879362356,Series 14_P1
7,6,879362287,SB6
7,207,879362287,SB207
7,192,879362287,Series 18_P1
7,269,879362287,SB269
7,78,879362286,SB78
7,141,879362286,Series 2_P1
7,225,879362286,SB225
7,54,879362286,SB54
7,399,879362234,Series 3_P1
7,564,879362233,Series 16_P1
7,180,879362233,SB180
7,173,879362233,SB173
7,431,879362233,SB431
7,174,879362233,SB174
7,10,879362233,SB10
7,506,879362233,SB506
8,483,886960056,SB483
8,479,886960056,SB479
8,294,886960055,SB294
8,684,886960055,SB684
8,282,886960055,SB282
8,5,886960055,SB5
8,367,886960055,SB367
8,198,886960055,SB198
8,49,886960055,SB49
8,381,886960055,SB381
8,6,886960030,SB6
8,290,886959453,SB290
8,272,886959423,SB272
8,523,886959344,SB523
8,609,886959344,SB609
8,683,886959344,SB683
8,517,886959343,SB517
8,475,886959343,SB475
8,503,886959343,SB503
8,398,886959343,SB398
8,336,886958715,SB336
8,239,886958715,SB239
9,336,880371312,SB336
9,290,879163524,SB290
9,317,879163494,SB317
9,495,877893021,SB495
9,180,877893020,SB180
9,129,877893020,SB129
9,32,877893020,SB32
9,691,877893020,SB691
9,416,877892438,SB416
9,703,877892438,SB703
9,525,877892438,SB525
9,700,877892438,SB700
9,84,877892438,SB84
9,39,877892438,SB39
9,363,877892437,SB363
9,687,877892437,SB687
9,692,877892277,SB692
9,279,877892276,SB279
9,609,877892276,SB609
9,689,877892276,SB689
9,578,877892276,SB578
9,235,877892276,SB235
9,6,877892210,SB6
9,485,877892210,SB485
9,159,877892210,SB159
9,526,877892210,SB526
9,227,877892210,Series 21_P3
9,521,877892210,SB521
9,506,877892209,SB506
9,491,877892160,SB491
10,270,891906510,SB270
10,50,891906439,SB50
10,738,891906426,SB738
10,727,891906411,SB727
10,730,891906411,SB730
10,238,891906389,SB238
10,699,891906389,SB699
10,210,891906389,SB210
10,569,891906327,SB569
10,445,891906327,Series 21_P1
10,352,891906327,SB352
10,37,891905936,SB37
10,557,891905936,SB557
10,53,891905936,SB53
10,224,891905896,SB224
10,427,891905896,Series 14_P1
10,226,891905878,Series 21_P2
10,200,891905856,SB200
10,648,891905856,SB648
10,500,891905856,SB500
10,225,891905824,SB225
10,38,891905824,SB38
10,227,891905783,Series 21_P3
10,182,891905783,SB182
10,78,891905783,SB78
10,97,891905783,SB97
10,597,891905783,SB597
10,173,891905783,SB173
10,716,891905568,SB716
10,379,891905555,SB379
11,726,879960826,SB726
11,96,879960826,SB96
11,201,879960826,SB201
11,398,879960826,SB398
11,314,879960826,SB314
11,239,879960826,SB239
11,213,879960826,SB213
11,3,879960826,SB3
11,87,879960826,SB87
11,235,879960826,SB235
11,188,879960801,SB188
11,744,879960679,SB744
11,278,879960679,SB278
11,467,879959670,SB467
11,14,879959670,SB14
11,130,879959670,SB130
11,192,879959670,Series 18_P1
11,140,879959635,SB140
11,70,879959635,SB70
11,81,879959610,SB81
11,197,879959610,SB197
11,95,879959583,Series 18_P2
11,200,879959583,SB200
11,193,879959553,SB193
11,158,879959553,SB158
11,212,879959553,SB212
11,199,879959514,SB199
11,165,879959513,SB165
11,272,879959488,SB272
11,124,879959488,Series 10_P1
12,892,892870589,SB892
12,894,892870589,SB894
12,896,892524090,SB896
12,345,892387807,SB345
12,870,892015288,SB870
12,878,892015288,SB878
12,868,892015236,SB868
12,883,892015178,SB883
12,889,892015141,SB889
12,895,892015104,SB895
12,893,892015023,SB893
12,891,892014908,SB891
12,890,892014861,SB890
12,885,891749765,SB885
12,881,891749765,SB881
12,875,891036745,SB875
12,438,890705056,Series 20_P4
12,138,890705034,SB138
12,183,890704999,Series 17_P1
12,484,890704999,SB484
12,229,890704999,Series 4_P1
12,687,890704999,SB687
12,358,890704999,Series 17_P2
12,882,890704759,SB882
12,888,890704721,SB888
12,887,890704721,SB887
12,684,889316404,SB684
12,265,889292060,SB265
12,350,888779458,SB350
12,351,888688733,SB351
13,265,892242403,SB265
13,741,891014196,SB741
13,210,890881557,SB210
13,470,890881557,SB470
13,49,890881557,SB49
13,188,890881557,SB188
13,521,890881557,SB521
13,21,890881521,SB21
13,505,890881521,SB505
13,169,890881521,SB169
13,199,890881521,SB199
13,503,890881521,SB503
13,513,890881485,SB513
13,488,890881485,SB488
13,31,890881485,SB31
13,597,890881484,SB597
13,173,890881484,SB173
13,526,890881433,SB526
13,95,890881433,Series 18_P2
13,423,890881433,SB423
13,584,890881433,SB584
13,494,890881384,SB494
13,899,890881384,SB899
13,80,890881384,SB80
13,192,890881336,Series 18_P1
13,97,890881335,SB97
13,515,890881335,SB515
13,171,890881294,SB171
13,353,890881294,SB353
13,901,890881294,SB901
14,909,879456507,SB909
14,912,879456507,SB912
14,910,879456465,SB910
14,241,879456447,SB241
14,911,879456447,SB911
14,222,879456447,SB222
14,904,879456424,SB904
14,232,879456424,SB232
14,472,879456404,SB472
14,906,879456404,SB906
14,905,879456381,SB905
14,116,879456381,SB116
14,908,879456381,SB908
14,407,879456351,Series 12_P1
14,407,879456351,Series 12_P2
14,248,879456351,SB248
14,809,879456351,SB809
14,405,879456324,SB405
14,542,879456324,SB542
14,678,879456288,SB678
14,454,879456288,SB454
14,845,879456288,SB845
14,689,879456262,SB689
14,217,879456262,SB217
14,843,879456231,SB843
14,24,879456204,SB24
14,469,879456204,SB469
14,614,879456204,SB614
14,902,879456204,SB902
14,278,879456204,SB278
15,94,877728417,SB94
15,400,877728417,SB400
15,149,877728417,SB149
15,506,877727280,SB506
15,155,877727280,SB155
15,224,877727193,SB224
15,751,877727192,SB751
15,140,877727192,SB140
15,381,877727192,SB381
15,922,877727122,SB922
15,27,877727122,SB27
15,78,877727122,SB78
15,439,877727055,SB439
15,230,877727054,Series 25_P1
15,205,877727054,SB205
15,542,877726944,SB542
15,122,877726944,SB122
15,587,877726944,SB587
15,723,877726944,SB723
15,560,877726790,SB560
15,177,877726790,SB177
15,655,877726789,SB655
15,26,877726390,SB26
15,50,877726390,SB50
15,158,877726390,SB158
15,3,877726390,SB3
15,363,877726390,SB363
15,194,877726146,SB194
15,760,877724979,SB760
15,68,877724846,SB68
16,504,885272779,SB504
16,467,885272779,SB467
16,148,885272751,SB148
16,219,885272751,Series 21_P6
16,115,885272724,SB115
16,123,885272724,SB123
16,622,885272724,SB622
16,897,885272696,SB897
16,109,885272674,SB109
16,12,885272654,SB12
16,147,885272654,SB147
16,218,885272654,SB218
16,272,885272654,SB272
16,234,885272628,SB234
16,735,885272606,SB735
16,134,885272606,SB134
16,0,885272579,SB0
16,8,885272558,SB8
16,122,885272538,SB122
16,99,885272520,SB99
16,471,885272520,SB471
16,6,885272487,SB6
16,319,885166256,SB319
16,242,885166209,SB242
16,290,885166209,SB290
16,240,885166209,SB240
16,282,885165619,SB282
16,265,885165619,SB265
17,63,880132501,SB63
17,901,880132501,SB901
17,58,880132501,SB58
17,419,880132437,SB419
17,481,880132437,SB481
17,314,880132437,SB314
17,899,880132437,SB899
17,129,880132437,SB129
17,235,880132437,SB235
17,941,880132437,SB941
17,134,880132437,SB134
17,489,880132437,SB489
17,944,880132399,SB944
17,472,880132399,SB472
17,942,880132252,SB942
17,71,880132252,SB71
17,398,880132225,SB398
17,738,880132225,SB738
17,624,880132188,SB624
17,771,880132188,SB771
17,935,880132188,SB935
17,3,880132150,SB3
17,31,880132129,SB31
17,752,880132103,SB752
17,399,880132103,Series 3_P1
17,211,880132078,SB211
17,400,880132055,SB400
17,59,880132055,SB59
17,728,880132055,SB728
17,715,880132055,SB715
18,3,885412840,SB3
18,431,885412840,SB431
18,150,885412840,SB150
18,685,885412840,SB685
18,378,885412840,SB378
18,208,885412840,SB208
18,207,885412840,SB207
18,198,885412839,SB198
18,649,885412723,SB649
18,199,885412723,SB199
18,7,885412723,SB7
18,321,885412251,SB321
18,306,885412063,SB306
18,264,885412034,SB264
18,290,885412034,SB290
18,254,885411840,SB254
18,284,885411840,Series 8_P1
18,309,885411792,Series 22_P1
18,309,885411792,Series 22_P2
18,315,885411465,SB315
18,866,885411465,SB866
19,201,879670039,SB201
19,93,879669954,Series 7_P1
19,86,879669746,SB86
19,248,879669697,SB248
19,81,879669697,SB81
19,374,879669630,SB374
19,97,879669547,SB97
19,205,879669401,SB205
19,10,879669401,SB10
19,141,879669401,Series 2_P1
19,21,879669339,SB21
19,419,879669313,SB419
19,564,879669291,Series 16_P1
19,353,879669244,SB353
19,492,879669244,SB492
19,169,879669181,SB169
19,94,879669181,SB94
19,173,879669152,SB173
19,191,879669152,SB191
19,584,879669120,SB584
19,171,879669087,SB171
19,207,879669065,SB207
19,183,879669040,Series 17_P1
19,140,879669040,SB140
19,494,879669001,SB494
19,68,879668979,SB68
19,627,879668979,SB627
19,909,879668829,SB909
19,912,879668783,SB912
19,145,879668713,SB145
20,759,874951916,SB759
20,586,874951898,SB586
20,764,874951898,Series 9_P1
20,561,874951898,SB561
20,804,874951898,Series 26_P2
20,547,874951898,SB547
20,559,874951898,SB559
20,569,874951898,SB569
20,668,874951897,SB668
20,669,874951897,SB669
20,839,874951859,SB839
20,440,874951859,SB440
20,659,874951858,SB659
20,563,874951858,SB563
20,432,874951858,SB432
20,434,874951858,Series 20_P3
20,433,874951858,Series 20_P5
20,838,874951858,Series 20_P7
20,435,874951820,Series 20_P6
20,565,874951820,SB565
20,375,874951820,SB375
20,52,874951820,SB52
20,436,874951798,Series 20_P2
20,392,874951798,SB392
20,824,874951797,SB824
20,181,874951797,SB181
20,216,874951797,SB216
20,763,874951797,SB763
20,449,874951797,Series 5_P3
20,560,874951797,SB560
21,246,878888251,SB246
21,28,878888228,Series 3_P3
21,546,878888184,SB546
21,825,878888184,SB825
21,223,878888145,Series 2_P2
21,659,878888145,SB659
21,445,878888145,Series 21_P1
21,562,878888145,SB562
21,52,878888107,SB52
21,542,878888107,SB542
21,630,878888106,SB630
21,224,878888067,SB224
21,401,878888067,SB401
21,550,878888066,SB550
21,261,878888066,SB261
21,230,878888066,Series 25_P1
21,227,878888026,Series 21_P3
21,427,878888026,Series 14_P1
21,23,878888026,SB23
21,522,878888026,SB522
21,238,878888025,SB238
21,125,878887983,SB125
21,507,878887983,SB507
21,116,878887983,SB116
21,228,878887983,Series 3_P2
21,677,878887983,SB677
21,118,878887925,SB118
21,219,878887925,Series 21_P6
21,226,878887925,Series 21_P2
21,1,878887925,SB1
22,253,890276940,SB253
22,311,884550320,SB311
22,90,884550049,SB90
22,687,884550049,SB687
22,479,884550048,SB479
22,428,884550048,SB428
22,584,884550021,SB584
22,128,884550021,SB128
22,174,884550003,SB174
22,185,877817151,SB185
22,265,877817151,SB265
22,188,877817113,SB188
22,153,877817091,SB153
22,290,876785901,SB290
22,537,876785720,SB537
22,254,876785704,SB254
22,219,876785704,Series 21_P6
22,70,874789299,SB70
22,423,874789279,SB423
22,526,874789279,SB526
22,382,874789001,SB382
22,672,874788443,SB672
22,770,874788388,SB770
22,982,874788318,SB982
22,545,874788290,SB545
22,216,874788187,SB216
22,656,874788045,SB656
22,730,874787861,SB730
22,400,874787860,SB400
22,376,874787774,Series 21_P5
23,733,875323915,SB733
23,649,875323915,SB649
23,124,875323879,Series 10_P1
23,504,875323833,SB504
23,70,875323833,SB70
23,282,875323773,SB282
23,213,875323745,SB213
23,8,875323745,SB8
23,57,875323745,SB57
23,417,875323712,SB417
23,11,875323711,SB11
23,175,875323676,SB175
23,6,875323676,SB6
23,99,875323637,SB99
23,173,875323595,SB173
23,473,875323594,SB473
23,40,875323594,SB40
23,368,875323553,SB368
23,514,875323552,SB514
23,271,875323507,SB271
23,720,875323475,SB720
23,314,875323474,SB314
23,170,875323474,SB170
23,656,875323440,SB656
23,197,875323440,SB197
23,97,875323401,SB97
23,150,875323368,SB150
23,578,875323368,SB578
23,54,875323308,SB54
23,398,875323308,SB398
24,178,885853415,SB178
24,253,885853415,SB253
24,24,885853415,SB24
24,171,885853415,SB171
24,451,885853415,SB451
24,236,885853415,SB236
24,261,885853415,SB261
24,97,885853415,SB97
24,0,885853415,SB0
24,201,885853415,SB201
24,148,885853335,SB148
24,271,885853335,SB271
24,114,885853335,SB114
24,254,885853199,SB254
24,473,885853155,SB473
24,6,885853155,SB6
24,124,885853030,Series 10_P1
24,118,885853030,SB118
24,170,885852969,SB170
24,225,885852920,SB225
24,400,885852920,SB400
24,426,885852920,SB426
24,404,885852920,SB404
24,491,885852862,SB491
24,173,885852862,SB173
24,219,885852817,Series 21_P6
24,122,885852817,SB122
24,353,885852757,SB353
24,235,885852757,SB235
24,78,885852757,SB78
25,14,891386369,SB14
25,8,891386369,SB8
25,272,891386369,SB272
25,178,891386369,SB178
25,990,891386369,SB990
25,99,891386368,SB99
25,124,891386368,Series 10_P1
25,298,891386368,SB298
25,49,891386368,SB49
25,309,891386368,Series 22_P1
25,309,891386368,Series 22_P2
25,452,891386174,SB452
25,409,891386049,SB409
25,825,891386049,SB825
25,908,891385985,SB908
25,904,891385692,SB904
25,116,891385691,SB116
25,270,891385634,SB270
25,248,891385569,SB248
25,987,891384478,SB987
25,472,891384414,SB472
25,992,891384414,SB992
25,843,891383899,SB843
25,957,891383899,SB957
25,750,891383899,SB750
25,991,891383836,SB991
25,826,891380200,SB826
25,119,891380200,SB119
25,592,891379753,SB592
25,816,891379753,SB816
26,282,891543393,SB282
26,903,891543245,SB903
26,366,891543245,SB366
26,956,891543222,SB956
26,241,891543222,SB241
26,116,891543222,SB116
26,908,891543222,SB908
26,118,891543191,SB118
26,321,891543191,SB321
26,120,891543191,SB120
26,294,891543164,SB294
26,277,891543164,SB277
26,291,891543164,SB291
26,733,891543129,SB733
26,99,891543129,SB99
26,145,891543129,SB145
26,284,891543129,Series 8_P1
26,511,891543009,SB511
26,591,891542987,SB591
26,504,891542987,SB504
26,471,891542942,SB471
26,8,891542942,SB8
26,243,891542897,SB243
26,49,891542897,SB49
26,995,891542897,SB995
27,319,882826593,SB319
27,671,882826550,SB671
27,220,882826496,SB220
27,750,882826399,SB750
27,874,882826398,Series 8_P2
27,284,882826398,Series 8_P1
27,142,881961904,Series 15_P1
27,789,881961904,SB789
27,839,881961842,SB839
27,569,881961842,SB569
27,437,881961782,Series 20_P1
27,659,881961782,SB659
27,563,881961782,SB563
27,216,881961728,SB216
27,666,881961728,Series 26_P1
27,440,881961728,SB440
27,198,881961671,SB198
27,214,881961671,SB214
27,181,881961671,SB181
27,439,881961671,SB439
27,197,881961671,SB197
27,215,881961601,SB215
27,432,881961601,SB432
27,664,881961600,SB664
27,4,881961600,SB4
27,444,881961600,SB444
27,443,881961532,SB443
27,97,881961531,SB97
27,6,881961531,SB6
27,376,881961394,Series 21_P5
28,996,882821989,SB996
28,476,882821989,SB476
28,78,882821989,SB78
28,179,882821989,SB179
28,11,882821989,SB11
28,997,882821989,SB997
28,177,882821989,SB177
28,186,882821942,SB186
28,97,882821942,SB97
28,655,882821942,SB655
28,651,882821942,SB651
28,682,882821705,SB682
28,308,882821705,SB308
28,339,882821673,SB339
28,671,882821582,SB671
28,739,882821558,SB739
28,858,882821161,SB858
28,535,882821044,SB535
28,354,882821044,SB354
28,255,882821044,SB255
28,853,882821020,SB853
28,265,882820897,SB265
28,296,882820897,SB296
28,260,882820897,SB260
28,328,882820869,SB328
28,322,882820869,SB322
28,242,882820803,SB242
28,266,882820803,SB266
28,290,882820730,SB290
28,302,882820730,SB302
29,671,885942002,SB671
29,534,885941798,SB534
29,676,885941798,SB676
29,681,885941492,SB681
29,535,885941454,SB535
29,311,885941412,SB311
29,27,885941321,SB27
29,253,885941257,SB253
29,431,885941156,SB431
29,985,885941156,SB985
29,282,885941156,SB282
29,527,885941156,SB527
29,239,885941156,SB239
29,254,885941156,SB254
29,171,885941156,SB171
29,309,885941156,Series 22_P1
29,309,885941156,Series 22_P2
29,132,885941156,SB132
29,68,885941156,SB68
29,742,884310551,SB742
29,871,884310496,SB871
29,285,876847817,SB285
29,297,875988577,SB297
29,300,875988548,SB300
29,317,875988547,SB317
29,248,875140740,SB248
29,290,875140648,SB290
29,6,875140648,SB6
29,28,875106638,Series 3_P3
29,228,875061066,Series 3_P2
30,494,881548111,SB494
30,605,881548111,SB605
30,697,881548110,SB697
30,500,881548110,SB500
30,489,881548110,SB489
30,121,881548110,SB121
30,150,881548110,SB150
30,78,881548082,SB78
30,999,881548082,SB999
30,997,881548082,SB997
30,189,881548054,SB189
30,172,881548053,SB172
30,800,881548053,SB800
30,515,881548053,SB515
30,480,881548030,SB480
30,132,881548030,SB132
30,510,881548030,SB510
30,31,881548030,SB31
30,486,881548030,SB486
30,133,881548030,SB133
30,998,881548030,SB998
30,854,881547938,SB854
30,865,881547877,SB865
30,267,881547854,SB267
30,675,881547834,SB675
30,295,881547814,SB295
30,302,881547814,SB302
30,1000,881547814,SB1000
30,336,881547788,SB336
30,315,881547788,SB315
31,119,883718250,SB119
31,994,883718121,SB994
31,232,883718121,SB232
31,622,883718121,SB622
31,845,883718031,SB845
31,401,883718008,SB401
31,109,883717986,SB109
31,116,883717967,SB116
31,237,883717967,SB237
31,286,883717913,SB286
31,272,883717913,SB272
31,1001,883717913,SB1001
31,148,883717850,SB148
31,244,883717816,SB244
31,451,883717796,SB451
31,471,883717766,SB471
31,6,883717766,SB6
31,8,883717747,SB8
31,246,883717684,SB246
31,404,883717684,SB404
31,99,883717662,SB99
31,245,883717645,SB245
31,733,883717628,SB733
31,178,883717628,SB178
31,219,883717600,Series 21_P6
31,990,883717581,SB990
31,587,883717581,SB587
31,504,883717581,SB504
31,294,883717581,SB294
31,115,883717555,SB115
32,344,891964404,SB344
32,319,891964373,SB319
32,339,891964344,SB339
32,242,891964326,SB242
32,325,891964326,SB325
32,671,891964306,SB671
32,256,891964306,SB256
32,675,891964274,SB675
32,329,891964259,SB329
32,288,891964244,SB288
32,851,891964230,SB851
32,858,891964230,SB858
32,859,891964230,SB859
32,742,891964188,SB742
32,324,891964187,SB324
32,874,891964187,Series 8_P2
32,290,891964166,SB290
32,267,891964166,SB267
32,303,891964148,SB303
32,296,891964131,SB296
32,335,891964111,SB335
32,254,891964066,SB254
32,284,891964066,Series 8_P1
32,309,891963290,Series 22_P1
32,309,891963290,Series 22_P2
33,878,888603123,SB878
33,285,888602950,SB285
33,295,888602923,SB295
33,242,888602923,SB242
33,877,888602842,SB877
33,255,888602808,SB255
33,325,888602808,SB325
33,320,888602808,SB320
33,290,888602808,SB290
33,968,888602808,SB968
33,308,888602742,SB308
33,328,888602742,SB328
33,288,888602742,SB288
33,1002,888602618,SB1002
33,969,888602618,SB969
33,683,888602513,SB683
33,282,888602513,SB282
33,239,888601628,SB239
33,306,888601628,SB306
33,284,888601628,Series 8_P1
34,1003,875459237,SB1003
34,328,875459237,SB328
34,915,875459237,SB915
34,239,875459166,SB239
34,860,875459127,SB860
34,856,875459099,SB856
34,673,875459099,SB673
34,260,875459099,SB260
34,354,875459073,SB354
34,858,875459073,SB858
34,240,875459046,SB240
34,257,875459046,SB257
34,324,875459046,SB324
34,255,875459017,SB255
34,318,875459017,SB318
34,671,875459017,SB671
34,329,875459017,SB329
34,323,875459017,SB323
34,322,875459017,SB322
34,855,875458970,SB855
34,739,875458970,SB739
34,296,875458970,SB296
34,317,875458970,SB317
34,254,875458941,SB254
34,262,875458941,SB262
35,335,882157581,SB335
35,862,882157581,SB862
35,861,882157581,SB861
35,864,882157581,SB864
35,354,882157581,SB354
35,1004,882157581,SB1004
35,857,882157581,SB857
35,257,882157581,SB257
35,854,882157470,SB854
35,264,882157418,SB264
35,675,882157386,SB675
35,852,882157386,SB852
35,315,882157356,SB315
35,285,882157356,SB285
35,306,882157327,SB306
35,739,882157285,SB739
35,265,882157258,SB265
35,303,882157227,SB303
35,329,882157227,SB329
35,284,882157227,Series 8_P1
36,261,880930072,SB261
36,88,880930072,SB88
36,91,880930072,SB91
36,169,880930072,SB169
36,1005,880930072,SB1005
36,124,880930071,Series 10_P1
36,180,880930042,SB180
36,536,880916070,SB536
36,61,880916070,SB61
36,659,880916046,SB659
36,228,880916046,Series 3_P2
36,230,880916046,Series 25_P1
36,562,880916010,SB562
36,574,880916010,SB574
36,223,880916010,Series 2_P2
36,399,880915942,Series 3_P1
36,54,880915942,SB54
36,173,880915942,SB173
36,26,880915942,SB26
36,81,880915942,SB81
36,227,880915942,Series 21_P3
36,564,880915942,Series 16_P1
36,158,880915902,SB158
36,67,880915902,SB67
36,546,880915902,SB546
36,381,880915902,SB381
36,192,880915874,Series 18_P1
36,10,880915838,SB10
36,49,880915838,SB49
36,55,880915810,SB55
37,119,892434801,SB119
37,666,892434800,Series 26_P1
37,918,892434742,SB918
37,748,892434626,Series 15_P2
37,1007,892434626,SB1007
37,409,892434626,SB409
37,397,892434585,SB397
37,448,892434523,Series 5_P2
37,1008,892434475,SB1008
37,631,892434452,SB631
37,443,892434430,SB443
37,586,892434373,SB586
37,66,892434312,SB66
37,1015,892434283,Series 11_P2
37,402,892434251,SB402
37,770,892434217,SB770
37,103,892434217,SB103
37,391,892434164,SB391
37,396,892434036,SB396
37,708,892433945,SB708
37,440,892433912,SB440
37,379,892433801,SB379
37,1009,892433801,SB1009
37,34,892433801,Series 19_P2
37,429,892433771,SB429
37,1014,892433704,SB1014
37,823,892433680,SB823
37,569,892433660,SB569
37,380,892433660,SB380
37,385,892433660,SB385
38,348,891400704,SB348
38,343,891400704,SB343
38,915,891400704,SB915
38,739,891400704,SB739
38,284,891400704,Series 8_P1
38,266,891400609,SB266
38,290,891400609,SB290
38,335,891400609,SB335
38,302,891400342,SB302
38,303,891400342,SB303
38,254,891400280,SB254
38,296,891400280,SB296
38,297,891400280,SB297
38,329,891400214,SB329
38,265,891400188,SB265
38,298,891400188,SB298
38,879,891400159,SB879
38,341,891400159,SB341
38,309,891400159,Series 22_P1
38,309,891400159,Series 22_P2
38,311,891400094,SB311
38,268,891400094,SB268
38,315,891400094,SB315
39,254,889041981,SB254
39,745,889041790,SB745
39,339,889041790,SB339
39,354,889041741,SB354
39,1016,889041741,SB1016
39,240,889041694,SB240
39,855,889041694,SB855
39,290,889041671,SB290
39,242,889041671,SB242
39,341,889041670,SB341
39,859,889041643,SB859
39,312,889041643,SB312
39,255,889041643,SB255
39,858,889041595,SB858
39,324,889041595,SB324
39,267,889041523,SB267
39,741,889041523,SB741
39,333,889041523,SB333
39,317,889041523,SB317
39,296,889041523,SB296
