user_id,item_id,time,item_series_id
9,753,980638575,SB753
9,1398,980638575,SB1398
9,534,980638533,SB534
9,2908,980638373,SB2908
9,2556,980638330,SB2556
9,247,979776321,SB247
9,3034,979776253,SB3034
9,1477,979776206,SB1477
9,2084,979776161,SB2084
9,2275,979775973,Series 33_P2
9,1711,979775738,SB1711
9,841,979775689,SB841
9,1066,979775615,SB1066
9,478,979775615,SB478
9,2819,979775575,SB2819
9,1008,979775521,SB1008
10,2689,978909052,SB2689
10,1701,978908976,SB1701
10,2657,978904939,SB2657
10,2444,978904916,SB2444
10,1902,978904849,SB1902
10,1928,978904795,SB1928
10,2092,978904711,SB2092
10,1204,978904682,SB1204
10,390,978904682,SB390
10,82,978904663,SB82
10,2023,978904634,SB2023
10,2359,978904615,SB2359
10,1918,978904615,SB1918
10,190,978904376,SB190
10,658,978904376,SB658
10,526,978904356,Series 12_P1
10,300,978904356,SB300
10,1365,978904327,SB1365
10,2168,978904299,SB2168
10,2244,978904242,SB2244
0,113,875072173,SB114
0,38,875072173,SB39
0,27,875072173,SB28
0,30,875072144,SB31
0,46,875072125,SB47
0,64,875072125,SB65
0,189,875072125,SB190
0,129,875072002,SB130
0,117,875071927,SB118
0,235,875071898,SB236
0,239,875071898,SB240
0,250,875071843,SB251
0,120,875071823,SB121
0,24,875071805,SB25
0,12,875071805,SB13
0,236,875071749,SB237
0,259,875071713,SB260
0,263,875071713,SB264
0,23,875071713,SB24
0,244,875071713,SB245
0,125,875071713,SB126
0,14,875071608,SB15
0,234,875071589,SB235
0,145,875071561,SB146
0,6,875071561,SB7
0,136,875071541,SB137
0,122,875071541,SB123
0,18,875071515,SB19
0,223,875071484,SB224
0,92,875071484,SB93
0,123,875071484,SB124
0,261,875071421,SB262
0,252,874965970,SB253
0,248,874965970,SB249
0,247,874965954,SB248
0,256,874965954,SB257
0,49,874965954,SB50
0,245,874965905,SB246
0,0,874965758,SB1
0,116,874965739,SB117
0,180,874965739,SB181
0,108,874965739,SB109
0,13,874965706,SB14
0,249,874965706,SB250
0,126,874965706,Series 10_P1
0,186,874965678,Series 10_P2
0,195,874965677,SB196
0,165,874965677,SB166
0,155,874965556,SB156
0,164,874965518,SB165
0,167,874965478,SB168
0,171,874965478,SB172
1,280,888980240,SB281
1,313,888980085,SB314
1,308,888980029,SB309
1,307,888979945,SB308
1,315,888979693,SB316
1,288,888979353,SB289
1,299,888979197,SB300
1,303,888979197,SB304
1,309,888979061,SB310
1,271,888979061,SB272
1,250,888552084,SB251
1,49,888552084,SB50
1,312,888552084,Series 22_P1
1,312,888552084,Series 22_P2
1,241,888552084,SB242
1,282,888552084,SB283
1,310,888552084,SB311
1,99,888552084,SB100
1,126,888552084,Series 10_P1
1,284,888552084,SB285
1,301,888552084,SB302
1,283,888552017,SB284
1,236,888552017,SB237
1,12,888551922,SB13
25,SB200,200,1676764800
25,SB68,68,1677024000
25,Series 36_P1,462,1677715200
26,SB88,88,1672531200
26,SB246,246,1672790400
26,SB149,149,1673395200
26,SB73,73,1673654400
26,SB166,166,1674518400
26,SB212,212,1674777600
26,SB204,204,1675468800
26,SB129,129,1675641600
26,SB29,29,1676419200
26,SB230,230,1677110400
26,SB249,249,1677369600
26,SB63,63,1677801600
26,SB122,122,1678406400
26,Series 7_P1,278,1678492800
27,SB217,217,1672531200
27,SB47,47,1672876800
27,SB40,40,1673740800
27,SB18,18,1674172800
27,SB53,53,1674345600
27,SB195,195,1674604800
27,SB211,211,1674777600
27,SB83,83,1675036800
27,SB237,237,1675641600
27,SB127,127,1675900800
27,Series 25_P1,389,1676505600
27,SB149,149,1677110400
28,SB212,212,1672531200
28,SB122,122,1672704000
28,SB64,64,1672963200
28,SB207,207,1673136000
28,SB13,13,1673395200
28,SB27,27,1673740800
28,SB231,231,1674259200
28,SB116,116,1674777600
28,Series 1_P1,250,1675036800
28,Series 1_P2,251,1675123200
28,Series 1_P3,252,1675641600
29,SB181,181,1672531200
29,SB63,63,1672876800
29,SB46,46,1673740800
29,SB47,47,1674604800
29,SB39,39,1675036800
29,SB225,225,1675209600
29,SB96,96,1675296000
29,SB114,114,1675814400
29,SB64,64,1675900800
29,Series 9_P1,283,1676073600
29,Series 9_P2,284,1676332800
29,Series 9_P3,285,1676505600
29,Series 9_P4,286,1677110400
29,SB115,115,1677715200
30,SB228,228,1672531200
30,SB47,47,1672876800
30,SB89,89,1673481600
30,SB9,9,1674086400
30,SB155,155,1674518400
30,SB149,149,1675296000
30,SB243,243,1675728000
30,SB224,224,1676332800
30,SB91,91,1676937600
30,SB87,87,1677369600
30,Series 13_P1,315,1678147200
