user_id,item_id,time,item_series_id
0,253,878541392,Series 3_P4
0,268,877482427,SB269
0,39,876893230,SB40
0,45,876893230,SB46
0,152,876893230,SB153
0,52,876893206,SB53
0,135,876893206,SB136
0,205,876893205,SB206
0,76,876893205,SB77
0,163,876893171,SB164
0,1,876893171,SB2
0,214,876893145,SB215
0,3,876893119,SB4
0,199,876893098,SB200
0,118,876893098,SB119
0,66,876893054,SB67
0,230,876893031,Series 3_P2
0,79,876893008,SB80
0,226,876892946,SB227
0,26,876892946,SB27
0,156,876892918,SB157
0,222,876892918,SB223
0,212,876892896,SB213
0,217,876892856,SB218
0,169,876892856,SB170
0,194,876892855,Series 18_P1
0,132,876892818,SB133
0,40,876892818,SB41
0,58,876892817,SB59
0,72,876892774,SB73
0,193,876892743,SB194
0,176,876892701,SB177
0,215,876892701,SB216
0,216,876892676,SB217
0,192,876892654,SB193
0,90,876892636,SB91
0,175,876892468,SB176
0,91,876892425,SB92
0,70,876892425,SB71
0,41,876892425,SB42
0,233,876892355,Series 5_P1
0,149,876892196,SB150
0,9,875693118,SB10
0,262,875693007,SB263
0,260,875692992,SB261
0,258,875692979,SB259
0,266,875692955,SB267
0,267,875692927,SB268
0,44,875241687,SB45
0,119,875241637,SB120
0,103,875241619,SB104
0,106,875241619,SB107
0,246,875241619,SB247
0,121,875241498,SB122
0,242,875241390,SB243
0,219,875241390,SB220
0,105,875241390,SB106
0,146,875240993,SB147
0,107,875240920,SB108
0,147,875240799,SB148
0,104,875240739,SB105
0,251,875240677,SB252
0,16,875073198,SB17
0,173,875073198,SB174
0,158,875073180,SB159
0,84,875073180,SB85
0,35,875073180,SB36
0,143,875073180,Series 2_P1
0,185,875073128,Series 17_P1
0,96,875073128,SB97
0,187,875073128,SB188
0,133,875073067,SB134
0,144,875073067,Series 15_P1
0,206,875073067,SB207
0,183,875072956,SB184
0,196,875072956,SB197
0,190,875072956,SB191
0,93,875072956,Series 7_P1
0,83,875072923,SB84
0,69,875072895,SB70
0,211,875072895,SB212
0,22,875072895,SB23
0,80,875072865,SB81
0,150,875072865,SB151
0,78,875072865,SB79
0,55,875072716,SB56
0,95,875072716,Series 18_P2
0,67,875072688,SB68
0,54,875072688,SB55
0,203,875072688,SB204
0,184,875072631,SB185
0,142,875072631,SB143
0,127,875072573,SB128
0,179,875072573,SB180
0,159,875072547,SB160
0,174,875072547,SB175
0,98,875072547,SB99
0,191,875072547,SB192
0,213,875072520,SB214
0,181,875072520,SB182
0,47,875072520,SB48
0,88,875072484,SB89
0,7,875072484,SB8
0,201,875072442,SB202
0,162,875072442,SB163
0,25,875072442,SB26
0,63,875072404,SB64
0,97,875072404,SB98
0,21,875072404,SB22
0,134,875072404,SB135
0,59,875072370,SB60
0,178,875072370,SB179
0,82,875072370,SB83
0,160,875072303,SB161
0,94,875072303,SB95
0,182,875072262,SB183
0,68,875072262,SB69
0,198,875072262,SB199
0,10,875072262,SB11
0,237,875072235,SB238
0,51,875072205,SB52
0,113,875072173,SB114
0,38,875072173,SB39
0,27,875072173,SB28
0,30,875072144,SB31
0,46,875072125,SB47
0,64,875072125,SB65
0,189,875072125,SB190
0,129,875072002,SB130
0,117,875071927,SB118
0,235,875071898,SB236
0,239,875071898,SB240
0,250,875071843,SB251
0,120,875071823,SB121
0,24,875071805,SB25
0,12,875071805,SB13
0,236,875071749,SB237
0,259,875071713,SB260
0,263,875071713,SB264
0,23,875071713,SB24
0,244,875071713,SB245
0,125,875071713,SB126
0,14,875071608,SB15
0,234,875071589,SB235
0,145,875071561,SB146
0,6,875071561,SB7
0,136,875071541,SB137
0,122,875071541,SB123
0,18,875071515,SB19
0,223,875071484,SB224
0,92,875071484,SB93
0,123,875071484,SB124
0,261,875071421,SB262
0,252,874965970,SB253
0,248,874965970,SB249
0,247,874965954,SB248
0,256,874965954,SB257
0,49,874965954,SB50
0,245,874965905,SB246
0,0,874965758,SB1
0,116,874965739,SB117
0,180,874965739,SB181
0,108,874965739,SB109
0,13,874965706,SB14
0,249,874965706,SB250
0,126,874965706,Series 10_P1
0,186,874965678,Series 10_P2
0,195,874965677,SB196
0,165,874965677,SB166
0,155,874965556,SB156
0,164,874965518,SB165
0,167,874965478,SB168
0,171,874965478,SB172
1,280,888980240,SB281
1,313,888980085,SB314
1,308,888980029,SB309
1,307,888979945,SB308
1,315,888979693,SB316
1,288,888979353,SB289
1,299,888979197,SB300
1,303,888979197,SB304
1,309,888979061,SB310
1,271,888979061,SB272
1,250,888552084,SB251
1,49,888552084,SB50
1,312,888552084,Series 22_P1
1,312,888552084,Series 22_P2
1,241,888552084,SB242
1,282,888552084,SB283
1,310,888552084,SB311
1,99,888552084,SB100
1,126,888552084,Series 10_P1
1,284,888552084,SB285
1,301,888552084,SB302
1,283,888552017,SB284
1,236,888552017,SB237
1,12,888551922,SB13
1,281,888551922,SB282
1,110,888551853,SB111
1,13,888551853,SB14
1,9,888551853,SB10
1,278,888551745,SB279
1,293,888551648,SB294
1,24,888551648,SB25
1,290,888551647,SB291
1,272,888551647,SB273
1,277,888551647,SB278
1,275,888551552,SB276
1,273,888551497,SB274
1,289,888551441,SB290
1,279,888551441,SB280
1,297,888551441,SB298
1,254,888551341,SB255
1,286,888551235,SB287
1,276,888551174,SB277
1,294,888551164,SB295
1,256,888551062,SB257
1,292,888550939,SB293
1,274,888550939,SB275
1,296,888550871,SB297
1,18,888550871,SB19
1,0,888550871,SB1
1,295,888550871,SB296
1,291,888550774,SB292
1,302,888550774,SB303
1,314,888550774,SB315
1,298,888550774,SB299
1,305,888550774,SB306
1,268,888550774,SB269
1,311,888550631,SB312
1,300,888550631,SB301
1,287,888550252,Series 8_P1
1,306,888550066,SB307
1,304,888550065,SB305
1,257,888549961,SB258
1,285,888549960,SB286
2,317,889237482,SB318
2,319,889237482,SB320
2,316,889237482,SB317
2,180,889237482,SB181
2,330,889237455,SB331
2,327,889237455,SB328
2,347,889237455,SB348
2,326,889237455,SB327
2,320,889237455,SB321
2,259,889237455,SB260
2,328,889237455,SB329
2,346,889237455,SB347
2,339,889237455,SB340
2,345,889237455,SB346
2,350,889237315,Series 9_P2
2,329,889237297,SB330
2,263,889237297,SB264
2,337,889237297,SB338
2,324,889237297,SB325
2,334,889237269,SB335
2,322,889237269,SB323
2,348,889237269,SB349
2,321,889237269,SB322
2,244,889237247,SB245
2,323,889237247,SB324
2,354,889237247,SB355
2,293,889237224,SB294
2,331,889237224,SB332
2,306,889237224,SB307
2,270,889237224,SB271
2,325,889237224,SB326
2,298,889237199,SB299
2,335,889237198,SB336
2,341,889237174,SB342
2,338,889237141,SB339
2,342,889237122,SB343
2,333,889237122,SB334
2,352,889237122,SB353
2,349,889237076,SB350
2,340,889237055,SB341
2,271,889237055,SB272
2,351,889237055,SB352
2,287,889237026,Series 8_P1
2,257,889237026,SB258
2,318,889237026,SB319
2,344,889237004,SB345
2,353,889237004,SB354
2,336,889236983,SB337
2,302,889236983,SB303
2,267,889236961,SB268
2,299,889236939,SB300
2,301,889236939,SB302
2,332,889236939,SB333
2,343,889236939,SB344
3,10,892004520,SB11
3,293,892004409,SB294
3,263,892004275,SB264
3,259,892004275,SB260
3,357,892004275,SB358
3,49,892003526,SB50
3,356,892003525,SB357
3,355,892003459,SB356
3,209,892003374,SB210
3,360,892002353,SB361
3,353,892002353,SB354
3,323,892002353,SB324
3,300,892002353,SB301
3,302,892002352,SB303
3,328,892002352,SB329
3,326,892002352,SB327
3,358,892002352,SB359
3,361,892002352,Series 17_P2
3,359,892002352,Series 23_P1
3,359,892002352,Series 23_P2
3,270,892001690,SB271
3,327,892001537,SB328
3,287,892001445,Series 8_P1
3,299,892001445,SB300
3,257,892001374,SB258
4,452,879198898,Series 5_P3
4,387,879198898,SB388
4,456,879198898,Series 19_P3
4,441,879198898,Series 20_P4
4,394,879198898,SB395
4,23,879198229,SB24
4,409,879198183,SB410
4,39,879198109,SB40
4,375,879198045,SB376
4,393,879198031,SB394
4,162,879197864,SB163
4,193,878845197,SB194
4,93,878844651,Series 7_P1
4,408,878844651,SB409
4,399,878844630,SB400
4,62,878844629,SB63
4,376,878844615,SB377
4,425,878844510,SB426
4,100,878844510,SB101
4,407,878844495,SB408
4,168,878844495,SB169
4,188,878844495,SB189
4,438,878844423,Series 20_P6
4,439,878844423,Series 20_P2
4,436,878844423,Series 20_P5
4,437,878844423,Series 20_P3
4,451,878844397,Series 5_P2
4,258,878844208,SB259
4,242,878844164,SB243
4,232,875729064,Series 25_P1
4,161,875721572,SB162
4,68,875721555,SB69
4,453,875721432,SB454
4,388,875721315,SB389
4,138,875721260,SB139
4,417,875721216,SB418
4,98,875721216,SB99
4,403,875721216,SB404
4,101,875721196,SB102
4,415,875721196,SB416
4,94,875721168,SB95
4,419,875721168,SB420
4,426,875721167,SB427
4,377,875721167,SB378
4,420,875721019,SB421
4,65,875721019,SB66
4,370,875720967,SB371
4,215,875720967,SB216
4,240,875720948,SB241
4,401,875720947,SB402
4,445,875720845,SB446
4,440,875720830,Series 20_P1
4,144,875720830,Series 15_P1
4,369,875720814,SB370
4,378,875720814,SB379
4,443,875720762,SB444
4,444,875720744,SB445
4,218,875720744,SB219
4,442,875720744,SB443
4,446,875720744,SB447
4,435,875720717,SB436
4,199,875720717,SB200
4,233,875720692,Series 5_P1
4,184,875720692,SB185
4,447,875720692,SB448
4,97,875720691,SB98
4,374,875637587,SB375
4,61,875637575,SB62
4,134,875637536,SB135
4,213,875637485,SB214
4,424,875637440,SB425
4,428,875637429,SB429
4,386,875637419,SB387
4,391,875637330,SB392
4,379,875637191,Series 21_P5
4,365,875637145,SB366
4,364,875637144,SB365
4,433,875637033,SB434
4,28,875637023,Series 3_P3
4,373,875636905,SB374
4,414,875636842,SB415
4,416,875636830,SB417
4,142,875636815,SB143
4,418,875636815,SB419
4,422,875636793,SB423
4,431,875636793,SB432
4,421,875636767,SB422
4,153,875636691,SB154
4,167,875636691,SB168
4,413,875636691,SB414
4,172,875636675,SB173
4,207,875636675,SB208
4,203,875636675,SB204
4,432,875636655,SB433
4,238,875636655,SB239
4,210,875636631,SB211
4,429,875636631,SB430
4,427,875636588,SB428
4,382,875636588,SB383
4,381,875636587,SB382
4,363,875636571,SB364
4,208,875636571,SB209
4,450,875636571,Series 11_P1
4,380,875636540,SB381
4,79,875636511,SB80
4,109,875636493,SB110
4,383,875636389,SB384
4,69,875636389,SB70
4,152,875636375,SB153
4,185,875636375,Series 17_P1
4,455,875636375,SB456
4,41,875636360,SB42
4,389,875636340,SB390
4,400,875636308,SB401
4,89,875636297,SB90
4,166,875636281,SB167
4,366,875636281,SB367
4,392,875636265,SB393
4,395,875636265,SB396
4,371,875636230,SB372
4,385,875636230,SB386
4,16,875636198,SB17
4,384,875636185,SB385
4,390,875636167,SB391
4,397,875636167,SB398
4,402,875636152,Series 3_P1
4,143,875636141,Series 2_P1
4,171,875636130,SB172
4,173,875636130,SB174
4,226,875636099,SB227
4,448,875636099,Series 21_P1
4,430,875636099,Series 14_P1
4,209,875636099,SB210
4,229,875636070,Series 21_P3
4,227,875636070,SB228
4,1,875636053,SB2
4,88,875636033,SB89
4,434,875636033,SB435
4,182,875636014,SB183
4,175,875635962,SB176
4,225,875635962,Series 2_P2
4,449,875635962,Series 21_P4
4,230,875635947,Series 3_P2
4,228,875635947,Series 21_P2
4,398,875635947,SB399
4,396,875635907,SB397
4,372,875635907,SB373
4,78,875635895,SB79
4,423,875635807,SB424
4,412,875635807,SB413
4,405,875635807,SB406
4,49,875635758,SB50
4,180,875635757,SB181
4,0,875635748,SB1
4,224,875635723,SB225
4,150,875635723,SB151
4,367,875635457,SB368
4,104,875635443,SB105
4,406,875635431,SB407
4,410,875635431,Series 12_P1
4,410,875635431,Series 12_P2
4,411,875635416,SB412
4,234,875635384,SB235
4,368,875635372,SB369
4,108,875635350,SB109
4,99,875635349,SB100
4,20,875635327,SB21
4,24,875635318,SB25
4,249,875635265,SB250
4,256,875635239,SB257
4,362,875635225,SB363
4,404,875635225,SB405
4,120,875635189,SB121
4,221,875635174,Series 21_P6
4,454,875635174,SB455
4,266,875635064,SB267
5,271,883717304,SB272
5,464,883683508,SB465
5,538,883681433,SB539
5,517,883603042,SB518
5,85,883603013,SB86
5,27,883603013,SB28
5,152,883603013,SB153
5,18,883602965,SB19
5,167,883602865,SB168
5,424,883602865,SB425
5,202,883602864,SB203
5,477,883602762,SB478
5,153,883602730,SB154
5,500,883602730,SB501
5,185,883602730,Series 17_P1
5,469,883602690,SB470
5,366,883602690,SB367
5,201,883602690,SB202
5,508,883602664,SB509
5,484,883602664,SB485
5,515,883602664,SB516
5,501,883602664,SB502
5,525,883602596,SB526
5,169,883602574,SB170
5,422,883602501,SB423
5,273,883602501,SB274
5,187,883602462,SB188
5,212,883602462,SB213
5,172,883602462,SB173
5,356,883602422,SB357
5,465,883602422,SB466
5,207,883602422,SB208
5,199,883602422,SB200
5,504,883602422,SB505
5,131,883602422,SB132
5,466,883602284,SB467
5,418,883602284,SB419
5,133,883602283,SB134
5,498,883602283,SB499
5,194,883602283,Series 18_P1
5,80,883602283,SB81
5,516,883602212,SB517
5,155,883602212,SB156
5,527,883602174,SB528
5,505,883602174,SB506
5,86,883602174,SB87
5,490,883602174,SB491
5,316,883602174,SB317
5,467,883602174,SB468
5,94,883602133,SB95
5,502,883602133,SB503
5,130,883602048,SB131
5,21,883602048,SB22
5,462,883601713,SB463
5,208,883601713,SB209
5,431,883601713,SB432
5,237,883601713,SB238
5,58,883601713,SB59
5,493,883601713,SB494
5,492,883601713,SB493
5,192,883601529,SB193
5,434,883601529,SB435
5,522,883601528,SB523
5,482,883601500,SB483
5,521,883601500,SB522
5,215,883601500,SB216
5,132,883601459,SB133
5,528,883601459,SB529
5,69,883601427,SB70
5,485,883601427,SB486
5,174,883601426,SB175
5,487,883601426,SB488
5,165,883601426,SB166
5,510,883601393,SB511
5,460,883601393,SB461
5,184,883601393,SB185
5,494,883601366,SB495
5,22,883601365,SB23
5,188,883601365,SB189
5,193,883601365,SB194
5,518,883601365,SB519
5,463,883601365,SB464
5,489,883601365,SB490
5,179,883601311,SB180
5,31,883601311,SB32
5,182,883601311,SB183
5,506,883601310,SB507
5,68,883601277,SB69
5,499,883601277,SB500
5,55,883601277,SB56
5,520,883601277,SB521
5,203,883601277,SB204
5,473,883601277,SB474
5,536,883601277,SB537
5,524,883601203,SB525
5,198,883601203,SB199
5,196,883601203,SB197
5,481,883601203,SB482
5,529,883601203,SB530
5,468,883601155,SB469
5,210,883601155,SB211
5,503,883601155,SB504
5,511,883601155,SB512
5,495,883601155,SB496
5,491,883601089,SB492
5,479,883601089,SB480
5,190,883601088,SB191
5,496,883601088,SB497
5,142,883601053,SB143
5,497,883601053,SB498
5,478,883601053,SB479
5,11,883601053,SB12
5,70,883601053,SB71
5,483,883601011,SB484
5,488,883601011,SB489
5,317,883600985,SB318
5,519,883600985,SB520
5,173,883600985,SB174
5,168,883600943,SB169
5,46,883600943,SB47
5,480,883600914,SB481
5,186,883600914,Series 10_P2
5,191,883600914,SB192
5,461,883600914,SB462
5,512,883600913,SB513
5,204,883600878,SB205
5,526,883600877,SB527
5,135,883600842,SB136
5,49,883600842,SB50
5,88,883600842,SB89
5,176,883600818,SB177
5,486,883600785,SB487
5,509,883600785,SB510
5,177,883600785,SB178
5,134,883600747,SB135
5,164,883600747,SB165
5,78,883600747,SB79
5,222,883600747,SB223
5,530,883600747,SB531
5,426,883600707,SB427
5,97,883600680,SB98
5,513,883600657,SB514
5,7,883600657,SB8
5,523,883600632,SB524
5,63,883600597,SB64
5,307,883600445,SB308
5,300,883600406,SB301
5,475,883600175,SB476
5,20,883600152,SB21
5,472,883600111,SB473
5,531,883600066,SB532
5,404,883600066,SB405
5,534,883600030,SB535
5,459,883600004,SB460
5,471,883600003,SB472
5,293,883599938,SB294
5,457,883599914,SB458
5,236,883599914,SB237
5,532,883599830,SB533
5,409,883599707,SB410
5,124,883599670,SB125
5,283,883599590,SB284
5,150,883599558,SB151
5,470,883599558,SB471
5,297,883599558,SB298
5,507,883599530,SB508
5,476,883599509,SB477
5,245,883599509,SB246
5,474,883599478,SB475
5,256,883599478,SB257
5,0,883599478,SB1
5,110,883599478,SB111
5,220,883599431,SB221
5,116,883599431,SB117
5,284,883599431,SB285
5,535,883599400,SB536
5,12,883599400,SB13
5,533,883599354,SB534
5,292,883599327,SB293
5,136,883599327,SB137
5,14,883599302,SB15
5,514,883599273,SB515
5,13,883599249,SB14
5,458,883599228,SB459
5,123,883599228,SB124
5,8,883599205,SB9
5,99,883599176,SB100
5,296,883599134,SB297
5,275,883599134,SB276
5,126,883599134,Series 10_P1
5,274,883599102,SB275
5,6,883599102,SB7
5,407,883599075,SB408
5,247,883598981,SB248
5,181,883268776,SB182
5,260,883268522,SB261
5,537,883268483,SB538
5,308,883268430,SB309
5,267,883268406,SB268
5,258,883268375,SB259
5,320,883268353,SB321
5,309,883268353,SB310
5,303,883268322,SB304
5,302,883268321,SB303
5,257,883268278,SB258
5,339,883268278,SB340
5,305,883268246,SB306
5,268,883268222,SB269
5,301,883268222,SB302
5,285,883268170,SB286
5,241,883268170,SB242
6,340,892333206,SB341
6,581,892135347,SB582
6,653,892135347,SB654
6,666,892135347,SB667
6,432,892135347,SB433
6,356,892135347,SB357
6,192,892135346,SB193
6,184,892135346,SB185
6,198,892135346,SB199
6,640,892135346,SB641
6,11,892135346,SB12
6,257,892135277,SB258
6,323,892135078,SB324
6,133,892134959,SB134
6,30,892134959,SB31
6,554,892134811,SB555
6,552,892134010,SB553
6,661,892133739,SB662
6,386,892133670,SB387
6,316,892133670,SB317
6,519,892133466,SB520
6,578,892133361,SB579
6,385,892133310,SB386
6,576,892133310,SB577
6,574,892133271,SB575
6,584,892133180,SB585
6,72,892133154,SB73
6,174,892133057,SB175
6,427,892133036,SB428
6,539,892132972,SB540
6,575,892132943,SB576
6,390,892132943,SB391
6,230,892132885,Series 3_P2
6,559,892132798,SB560
6,620,892132773,SB621
6,625,892132773,SB626
6,416,892132652,SB417
6,142,892132627,SB143
6,449,892132425,Series 21_P4
6,573,892132402,SB574
6,53,892132380,SB54
6,582,892132380,SB583
6,226,892132317,SB227
6,641,892132277,SB642
6,665,892132192,SB666
6,579,892132171,SB580
6,556,892132145,SB557
6,637,892132122,SB638
6,668,892132020,SB669
6,445,892132020,SB446
6,566,892132019,SB567
6,564,892132019,SB565
6,562,892131978,SB563
6,439,892131978,Series 20_P2
6,550,892131978,SB551
6,568,892131978,SB569
6,671,892131925,Series 26_P1
6,218,892131924,SB219
6,557,892131924,SB558
6,541,892131849,SB542
6,417,892131824,SB418
6,624,892131824,SB625
6,259,892130982,SB260
6,293,892130809,SB294
6,333,892130784,SB334
6,558,891354882,SB559
6,544,891354882,SB545
6,448,891354785,Series 21_P1
6,589,891354730,SB590
6,138,891354729,SB139
6,52,891354689,SB53
6,540,891354662,SB541
6,553,891354639,SB554
6,569,891354639,SB570
6,585,891354639,SB586
6,560,891354611,SB561
6,616,891354588,SB617
6,551,891354531,SB552
6,144,891354530,Series 15_P1
6,675,891354499,SB676
6,676,891354499,SB677
6,61,891354499,SB62
6,563,891354471,SB564
6,664,891354471,SB665
6,414,891354438,SB415
6,79,891354381,SB80
6,398,891354357,SB399
6,571,891354331,SB572
6,395,891354288,SB396
6,443,891354288,SB444
6,400,891354257,SB401
6,440,891354257,Series 20_P1
6,622,891354217,SB623
6,77,891354165,Series 19_P1
6,593,891354114,SB594
6,141,891354090,SB142
6,388,891354090,SB389
6,599,891354090,SB600
6,577,891354090,SB578
6,240,891354053,SB241
6,561,891354053,SB562
6,379,891354053,Series 21_P5
6,71,891353977,SB72
6,663,891353977,SB664
6,586,891353950,SB587
6,570,891353950,SB571
6,502,891353950,SB503
6,450,891353892,Series 11_P1
6,105,891353892,SB106
6,623,891353892,SB624
6,619,891353892,SB620
6,598,891353860,SB599
6,90,891353860,SB91
6,451,891353860,Series 5_P2
6,447,891353828,SB448
6,28,891353828,Series 3_P3
6,572,891353828,SB573
6,594,891353801,SB595
6,51,891353801,SB52
6,597,891353801,SB598
6,231,891353766,Series 4_P1
6,672,891353744,SB673
6,596,891353744,SB597
6,600,891353744,SB601
6,364,891353744,SB365
6,280,891353710,SB281
6,546,891353710,SB547
6,383,891353710,SB384
6,638,891353676,SB639
6,591,891353652,SB592
6,225,891353614,Series 2_P2
6,644,891353614,SB645
6,639,891353614,SB640
6,505,891353614,SB506
6,38,891353614,SB39
6,636,891353570,SB637
6,199,891353543,SB200
6,580,891353477,SB581
6,488,891353477,SB489
6,162,891353444,SB163
6,161,891353444,SB162
6,140,891353444,SB141
6,545,891353444,SB546
6,500,891353411,SB501
6,117,891353411,SB118
6,565,891353411,SB566
6,471,891353357,SB472
6,229,891353326,Series 21_P3
6,76,891353325,SB77
6,378,891353325,SB379
6,404,891353290,SB405
6,604,891353290,SB605
6,125,891353254,SB126
6,669,891353254,SB670
6,543,891353254,SB544
6,648,891353254,SB649
6,442,891353254,SB443
6,419,891353219,SB420
6,132,891353192,SB133
6,462,891353192,SB463
6,124,891353192,SB125
6,464,891353154,SB465
6,153,891353124,SB154
6,139,891353124,Series 13_P1
6,678,891353124,SB679
6,520,891353124,SB521
6,454,891353086,SB455
6,548,891353086,SB549
6,609,891353086,SB610
6,211,891353051,SB212
6,659,891353051,SB660
6,415,891353051,SB416
6,377,891353011,SB378
6,89,891352984,SB90
6,621,891352984,SB622
6,50,891352984,SB51
6,630,891352984,SB631
6,403,891352947,SB404
6,674,891352947,SB675
6,201,891352947,SB202
6,176,891352904,SB177
6,209,891352904,SB210
6,120,891352904,SB121
6,401,891352904,SB402
6,605,891352904,SB606
6,9,891352864,SB10
6,470,891352864,SB471
6,634,891352864,SB635
6,518,891352831,SB519
6,431,891352831,SB432
6,618,891352831,SB619
6,627,891352831,SB628
6,274,891352831,SB275
6,606,891352831,SB607
6,187,891352778,SB188
6,667,891352778,SB668
6,216,891352778,SB217
6,508,891352778,SB509
6,150,891352749,SB151
6,536,891352749,SB537
6,608,891352749,Series 1_P1
6,547,891352692,SB548
6,26,891352692,SB27
6,46,891352692,SB47
6,70,891352692,SB71
6,673,891352659,SB674
6,527,891352659,SB528
6,555,891352659,SB556
6,651,891352659,SB652
6,80,891352626,SB81
6,194,891352626,Series 18_P1
6,528,891352626,SB529
6,626,891352594,SB627
6,601,891352594,SB602
6,98,891352557,SB99
6,69,891352557,SB70
6,210,891352557,SB211
6,206,891352526,SB207
6,628,891352526,SB629
6,613,891352489,SB614
6,646,891352489,SB647
6,549,891352489,SB550
6,160,891352489,SB161
6,469,891352489,SB470
6,588,891352451,SB589
6,24,891352451,SB25
6,10,891352451,SB11
6,657,891352419,SB658
6,503,891352384,SB504
6,228,891352384,Series 21_P2
6,433,891352384,SB434
6,213,891352384,SB214
6,130,891352383,SB131
6,506,891352383,SB507
6,27,891352341,SB28
6,504,891352341,SB505
6,480,891352341,SB481
6,629,891352341,SB630
6,460,891352303,SB461
6,178,891352303,SB179
6,78,891352261,SB79
6,587,891352261,SB588
6,501,891352261,SB502
6,567,891352261,Series 16_P1
6,631,891352261,SB632
6,152,891352220,SB153
6,207,891352220,SB208
6,6,891352220,SB7
6,662,891352220,SB663
6,426,891352220,SB427
6,590,891352179,SB591
6,429,891352178,SB430
6,202,891352178,SB203
6,486,891352178,SB487
6,496,891352134,SB497
6,509,891352134,SB510
6,420,891352134,SB421
6,381,891352093,SB382
6,479,891352093,SB480
6,583,891352093,SB584
6,156,891352059,SB157
6,392,891352058,SB393
6,478,891352010,SB479
6,491,891352010,SB492
6,91,891352010,SB92
6,191,891352010,SB192
6,612,891352010,SB613
6,317,891352010,SB318
6,484,891351851,SB485
6,482,891351851,SB483
6,592,891351851,SB593
6,193,891351851,SB194
6,151,891351851,SB152
6,497,891351814,SB498
6,237,891351814,SB238
6,284,891351813,SB285
6,135,891351813,SB136
6,163,891351813,SB164
6,542,891351772,SB543
6,236,891351772,SB237
6,526,891351772,SB527
6,3,891351772,SB4
6,512,891351772,SB513
6,126,891351728,Series 10_P1
6,43,891351728,SB44
6,189,891351728,SB190
6,595,891351728,SB596
6,355,891351728,SB356
6,670,891351728,SB671
6,68,891351728,SB69
6,212,891351686,SB213
6,643,891351685,SB644
6,197,891351685,SB198
6,647,891351653,SB648
6,155,891351653,SB156
6,607,891351653,SB608
6,660,891351624,SB661
6,510,891351624,SB511
6,182,891351624,SB183
6,214,891351624,SB215
6,384,891351585,SB385
6,165,891351585,SB166
6,204,891351585,SB205
6,614,891351585,SB615
6,430,891351547,Series 14_P1
6,272,891351547,SB273
6,603,891351547,SB604
6,134,891351547,SB135
6,67,891351547,SB68
6,632,891351509,SB633
6,167,891351509,SB168
6,422,891351509,SB423
6,655,891351509,SB656
6,498,891351472,SB499
6,81,891351471,SB82
6,200,891351471,SB201
6,435,891351471,SB436
6,195,891351432,SB196
6,490,891351432,SB491
6,55,891351432,SB56
6,8,891351432,SB9
6,635,891351384,SB636
6,654,891351384,SB655
6,22,891351383,SB23
6,645,891351383,SB646
6,95,891351383,Series 18_P2
6,7,891351328,SB8
6,494,891351328,SB495
6,222,891351328,SB223
6,170,891351287,SB171
6,180,891351287,SB181
6,633,891351287,SB634
6,131,891351287,SB132
6,656,891351234,SB657
