,movie_id,movie_title,release_date,video_release_date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Genre,Description,LRD_Input_Text
10,11,Seven (Se7en) (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Se7en%20(1995),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Crime, Thriller","Seven (often stylized as Se7en) is a 1995 American crime thriller film directed by David Fincher and written by Andrew Kevin Walker. It stars Brad Pitt and Morgan Freeman, with Gwyneth Paltrow and John C. McGinley in supporting roles. Set in an unnamed, crime-ridden city, Seven's narrative follows disenchanted, nearly retired Detective Lieutenant William Somerset (Freeman) and his newly transferred partner David Mills (Pitt) as they try to stop a serial killer from committing a series of murders based on the seven deadly sins.","movie_title: Seven (Se7en) (1995). Genre: Crime, Thriller. Summary: Seven (often stylized as Se7en) is a 1995 American crime thriller film directed by David Fincher and written by Andrew Kevin Walker. It stars Brad Pitt and Morgan Freeman, with Gwyneth Paltrow and John C. McGinley in supporting roles. Set in an unnamed, crime-ridden city, Seven's narrative follows disenchanted, nearly retired Detective Lieutenant William Somerset (Freeman) and his newly transferred partner David Mills (Pitt) as they try to stop a serial killer from committing a series of murders based on the seven deadly sins."
11,12,"Usual Suspects, The (1995)",14-Aug-1995,,"http://us.imdb.com/M/title-exact?Usual%20Suspects,%20The%20(1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Crime, Thriller","The Usual Suspects is a 1995 crime thriller film directed by Bryan Singer and written by Christopher McQuarrie. It stars Kevin Spacey, Gabriel Byrne, Benicio del Toro, Stephen Baldwin, Kevin Pollak, Chazz Palminteri and Pete Postlethwaite.","movie_title: Usual Suspects, The (1995). Genre: Crime, Thriller. Summary: The Usual Suspects is a 1995 crime thriller film directed by Bryan Singer and written by Christopher McQuarrie. It stars Kevin Spacey, Gabriel Byrne, Benicio del Toro, Stephen Baldwin, Kevin Pollak, Chazz Palminteri and Pete Postlethwaite."
12,13,Mighty Aphrodite (1995),30-Oct-1995,,http://us.imdb.com/M/title-exact?Mighty%20Aphrodite%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,"Mighty Aphrodite is a 1995 American comedy film written, directed by, and co-starring Woody Allen, alongside Mira Sorvino, Helena Bonham Carter, Michael Rapaport, and F. Murray Abraham. The screenplay was vaguely inspired by the story of Pygmalion and revolves around a sportswriter named Lenny Weinrib (Allen) and his search for his genius adopted son's biological mother, ultimately finding that she is a dim-witted prostitute named Linda Ash (Sorvino).","movie_title: Mighty Aphrodite (1995). Genre: Comedy. Summary: Mighty Aphrodite is a 1995 American comedy film written, directed by, and co-starring Woody Allen, alongside Mira Sorvino, Helena Bonham Carter, Michael Rapaport, and F. Murray Abraham. The screenplay was vaguely inspired by the story of Pygmalion and revolves around a sportswriter named Lenny Weinrib (Allen) and his search for his genius adopted son's biological mother, ultimately finding that she is a dim-witted prostitute named Linda Ash (Sorvino)."
13,14,"Postino, Il (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Postino,%20Il%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Drama, Romance","Il Postino: The Postman (Italian: Il postino, lit. ''The Postman''; the title used for the original US release) is a 1994 comedy-drama film co-written by and starring Massimo Troisi and directed by English filmmaker Michael Radford. Based on the 1985 novel Ardiente paciencia (English translation: ""Burning Patience"") by Antonio Skármeta, itself adapted from a 1983 film written and directed by Skármeta, the film tells a fictional story in which the real life Chilean poet Pablo Neruda forms a friendship with a simple Procida postman (Troisi) who learns to love poetry. The cast includes Troisi, Philippe Noiret, and Maria Grazia Cucinotta. The screenplay was adapted by Radford, Troisi, Anna Pavignano, Furio Scarpelli, and Giacomo Scarpelli.","movie_title: Postino, Il (1994). Genre: Drama, Romance. Summary: Il Postino: The Postman (Italian: Il postino, lit. ''The Postman''; the title used for the original US release) is a 1994 comedy-drama film co-written by and starring Massimo Troisi and directed by English filmmaker Michael Radford. Based on the 1985 novel Ardiente paciencia (English translation: ""Burning Patience"") by Antonio Skármeta, itself adapted from a 1983 film written and directed by Skármeta, the film tells a fictional story in which the real life Chilean poet Pablo Neruda forms a friendship with a simple Procida postman (Troisi) who learns to love poetry. The cast includes Troisi, Philippe Noiret, and Maria Grazia Cucinotta. The screenplay was adapted by Radford, Troisi, Anna Pavignano, Furio Scarpelli, and Giacomo Scarpelli."
14,15,Mr. Holland's Opus (1995),29-Jan-1996,,http://us.imdb.com/M/title-exact?Mr.%20Holland's%20Opus%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Mr. Holland's Opus is a 1995 American drama film directed by Stephen Herek, produced by Ted Field, Robert W. Cort, and Michael Nolin, and written by Patrick Sheane Duncan. The film stars Richard Dreyfuss in the title role of Glenn Holland, a dedicated high school music teacher who attempts to compose his own music while struggling to balance his job and life with his wife and profoundly deaf son. The cast also includes Glenne Headly, Olympia Dukakis, William H. Macy, and Jay Thomas.","movie_title: Mr. Holland's Opus (1995). Genre: Drama. Summary: Mr. Holland's Opus is a 1995 American drama film directed by Stephen Herek, produced by Ted Field, Robert W. Cort, and Michael Nolin, and written by Patrick Sheane Duncan. The film stars Richard Dreyfuss in the title role of Glenn Holland, a dedicated high school music teacher who attempts to compose his own music while struggling to balance his job and life with his wife and profoundly deaf son. The cast also includes Glenne Headly, Olympia Dukakis, William H. Macy, and Jay Thomas."
15,16,French Twist (Gazon maudit) (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Gazon%20maudit%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Comedy, Romance","French Twist (French: Gazon maudit) is a 1995 French comedy cult film written and directed by Josiane Balasko. It is among the few French films that have released a dubbed version for English-speaking audiences. Its title in French is untranslatable but 'Cursed Lawn' is a close approximation. It also refers to the shaving (or not) of pubic hair, a subtle joke in French alluding to the subject matter of the film. ","movie_title: French Twist (Gazon maudit) (1995). Genre: Comedy, Romance. Summary: French Twist (French: Gazon maudit) is a 1995 French comedy cult film written and directed by Josiane Balasko. It is among the few French films that have released a dubbed version for English-speaking audiences. Its title in French is untranslatable but 'Cursed Lawn' is a close approximation. It also refers to the shaving (or not) of pubic hair, a subtle joke in French alluding to the subject matter of the film. "
16,17,From Dusk Till Dawn (1996),05-Feb-1996,,http://us.imdb.com/M/title-exact?From%20Dusk%20Till%20Dawn%20(1996),0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"Action, Comedy, Crime, Horror, Thriller","From Dusk till Dawn is a 1996 American crime action-horror film directed by Robert Rodriguez and written by Quentin Tarantino from a concept and story by Robert Kurtzman. Starring Harvey Keitel, George Clooney, Tarantino, Ernest Liu, and Juliette Lewis, the plot follows a pair of American criminal brothers (Clooney and Tarantino), who take a family as hostages (Keitel, Liu and Lewis) to cross into Mexico, but ultimately find themselves trapped in a saloon, defending against an even greater threat.","movie_title: From Dusk Till Dawn (1996). Genre: Action, Comedy, Crime, Horror, Thriller. Summary: From Dusk till Dawn is a 1996 American crime action-horror film directed by Robert Rodriguez and written by Quentin Tarantino from a concept and story by Robert Kurtzman. Starring Harvey Keitel, George Clooney, Tarantino, Ernest Liu, and Juliette Lewis, the plot follows a pair of American criminal brothers (Clooney and Tarantino), who take a family as hostages (Keitel, Liu and Lewis) to cross into Mexico, but ultimately find themselves trapped in a saloon, defending against an even greater threat."
17,18,"White Balloon, The (1995)",01-Jan-1995,,http://us.imdb.com/M/title-exact?Badkonake%20Sefid%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"The White Balloon (Persian: بادکنک سفيد, Badkonake sefid) is a 1995 Iranian film directed by Jafar Panahi, in his feature film directorial debut, with a screenplay by Abbas Kiarostami. The film received many strong critical reviews and won numerous awards in the international film fairs around the world including the Prix de la Camera d'Or at the 1995 Cannes Film Festival. The Guardian has listed this film as one of the 50 best family films of all time. The film is on the BFI list of the 50 films you should see by the age of 14.","movie_title: White Balloon, The (1995). Genre: Drama. Summary: The White Balloon (Persian: بادکنک سفيد, Badkonake sefid) is a 1995 Iranian film directed by Jafar Panahi, in his feature film directorial debut, with a screenplay by Abbas Kiarostami. The film received many strong critical reviews and won numerous awards in the international film fairs around the world including the Prix de la Camera d'Or at the 1995 Cannes Film Festival. The Guardian has listed this film as one of the 50 best family films of all time. The film is on the BFI list of the 50 films you should see by the age of 14."
18,19,Antonia's Line (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Antonia%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Antonia's Line (Original title: Antonia) is a 1995 Dutch feminist film written and directed by Marleen Gorris. The film, described as a ""feminist fairy tale"", tells the story of the independent Antonia (Willeke van Ammelrooy) who, after returning to the anonymous Dutch village of her birth, establishes and nurtures a close-knit matriarchal community. The film covers a breadth of topics, with themes ranging from death and religion to sex, intimacy, lesbianism, friendship and love.","movie_title: Antonia's Line (1995). Genre: Drama. Summary: Antonia's Line (Original title: Antonia) is a 1995 Dutch feminist film written and directed by Marleen Gorris. The film, described as a ""feminist fairy tale"", tells the story of the independent Antonia (Willeke van Ammelrooy) who, after returning to the anonymous Dutch village of her birth, establishes and nurtures a close-knit matriarchal community. The film covers a breadth of topics, with themes ranging from death and religion to sex, intimacy, lesbianism, friendship and love."
19,20,Angels and Insects (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Drama, Romance","Angels and Insects (sometimes styled as Angels & Insects) is a 1995 romantic drama film directed by Philip Haas and starring Mark Rylance, Patsy Kensit, and Kristin Scott Thomas. It was written by Philip and Belinda Haas with A. S. Byatt after her 1992 novella Morpho Eugenia (included in her book Angels and Insects). The film received an Academy Award nomination for Best Costume Design.","movie_title: Angels and Insects (1995). Genre: Drama, Romance. Summary: Angels and Insects (sometimes styled as Angels & Insects) is a 1995 romantic drama film directed by Philip Haas and starring Mark Rylance, Patsy Kensit, and Kristin Scott Thomas. It was written by Philip and Belinda Haas with A. S. Byatt after her 1992 novella Morpho Eugenia (included in her book Angels and Insects). The film received an Academy Award nomination for Best Costume Design."
20,21,Muppet Treasure Island (1996),16-Feb-1996,,http://us.imdb.com/M/title-exact?Muppet%20Treasure%20Island%20(1996),0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"Action, Adventure, Comedy, Musical, Thriller","Muppet Treasure Island is a 1996 American musical swashbuckler comedy film directed by Brian Henson and the fifth theatrical film featuring the Muppets. Adapted from the 1883 novel Treasure Island by Robert Louis Stevenson, similarly to its predecessor The Muppet Christmas Carol (1992), the key roles were played by live-action actors, with the Muppets in supporting roles. The film stars Muppet performers Dave Goelz, Steve Whitmire, Jerry Nelson, Kevin Clash, Bill Barretta, and Frank Oz in various roles, as well as Tim Curry as Long John Silver and introducing Kevin Bishop in his film debut as Jim Hawkins.","movie_title: Muppet Treasure Island (1996). Genre: Action, Adventure, Comedy, Musical, Thriller. Summary: Muppet Treasure Island is a 1996 American musical swashbuckler comedy film directed by Brian Henson and the fifth theatrical film featuring the Muppets. Adapted from the 1883 novel Treasure Island by Robert Louis Stevenson, similarly to its predecessor The Muppet Christmas Carol (1992), the key roles were played by live-action actors, with the Muppets in supporting roles. The film stars Muppet performers Dave Goelz, Steve Whitmire, Jerry Nelson, Kevin Clash, Bill Barretta, and Frank Oz in various roles, as well as Tim Curry as Long John Silver and introducing Kevin Bishop in his film debut as Jim Hawkins."
21,22,Braveheart (1995),16-Feb-1996,,http://us.imdb.com/M/title-exact?Braveheart%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Action, Drama, War","Braveheart is a 1995 American epic historical war drama film directed and produced by Mel Gibson, who portrays Scottish warrior Sir William Wallace in the First War of Scottish Independence against King Edward I of England. The film also stars Sophie Marceau, Patrick McGoohan, Catherine McCormack and Angus Macfadyen. The story is inspired by Blind Harry's 15th century epic poem The Actes and Deidis of the Illustre and Vallyeant Campioun Schir William Wallace and was adapted for the screen by Randall Wallace.","movie_title: Braveheart (1995). Genre: Action, Drama, War. Summary: Braveheart is a 1995 American epic historical war drama film directed and produced by Mel Gibson, who portrays Scottish warrior Sir William Wallace in the First War of Scottish Independence against King Edward I of England. The film also stars Sophie Marceau, Patrick McGoohan, Catherine McCormack and Angus Macfadyen. The story is inspired by Blind Harry's 15th century epic poem The Actes and Deidis of the Illustre and Vallyeant Campioun Schir William Wallace and was adapted for the screen by Randall Wallace."
22,23,Taxi Driver (1976),16-Feb-1996,,http://us.imdb.com/M/title-exact?Taxi%20Driver%20(1976),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Drama, Thriller","Taxi Driver is a 1976 American neo-noir psychological drama film directed by Martin Scorsese and written by Paul Schrader. Set in a decaying New York City following the Vietnam War, it stars Robert De Niro as veteran Marine and taxi driver Travis Bickle, whose mental state deteriorates as he works nights in the city. The film also features Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle, Leonard Harris and Albert Brooks (in his first feature film role).","movie_title: Taxi Driver (1976). Genre: Drama, Thriller. Summary: Taxi Driver is a 1976 American neo-noir psychological drama film directed by Martin Scorsese and written by Paul Schrader. Set in a decaying New York City following the Vietnam War, it stars Robert De Niro as veteran Marine and taxi driver Travis Bickle, whose mental state deteriorates as he works nights in the city. The film also features Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle, Leonard Harris and Albert Brooks (in his first feature film role)."
23,24,Rumble in the Bronx (1995),23-Feb-1996,,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Crime","Rumble in the Bronx (Chinese: 紅番區; lit. 'Red Foreigners District') is a 1995 Hong Kong action comedy film directed by Stanley Tong, and starring Jackie Chan, Anita Mui, Françoise Yip, and Bill Tung. The film is about a Hong Kong police officer (Chan) who arrives in the Bronx area of New York City to meet his uncle and comes up against a local gang of street thugs.","movie_title: Rumble in the Bronx (1995). Genre: Action, Adventure, Crime. Summary: Rumble in the Bronx (Chinese: 紅番區; lit. 'Red Foreigners District') is a 1995 Hong Kong action comedy film directed by Stanley Tong, and starring Jackie Chan, Anita Mui, Françoise Yip, and Bill Tung. The film is about a Hong Kong police officer (Chan) who arrives in the Bronx area of New York City to meet his uncle and comes up against a local gang of street thugs."
24,25,"Birdcage, The (1996)",08-Mar-1996,,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,"The Birdcage is a 1996 American comedy film produced and directed by Mike Nichols. Elaine May's screenplay adapted the 1978 French film La Cage aux Folles, itself an adaptation of a 1973 play. It stars Robin Williams and Nathan Lane as Armand and Albert Goldman, a gay couple whose son Val (Dan Futterman) is set to marry Barbara Keeley (Calista Flockhart), the daughter of conservative senator Kevin (Gene Hackman) and his wife Louise (Dianne Wiest). Hank Azaria and Christine Baranski appear in supporting roles. The film marked the first screen collaboration of Nichols and May, who had been a comedy duo in the 1950s and 1960s.","movie_title: Birdcage, The (1996). Genre: Comedy. Summary: The Birdcage is a 1996 American comedy film produced and directed by Mike Nichols. Elaine May's screenplay adapted the 1978 French film La Cage aux Folles, itself an adaptation of a 1973 play. It stars Robin Williams and Nathan Lane as Armand and Albert Goldman, a gay couple whose son Val (Dan Futterman) is set to marry Barbara Keeley (Calista Flockhart), the daughter of conservative senator Kevin (Gene Hackman) and his wife Louise (Dianne Wiest). Hank Azaria and Christine Baranski appear in supporting roles. The film marked the first screen collaboration of Nichols and May, who had been a comedy duo in the 1950s and 1960s."
25,26,"Brothers McMullen, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,"The Brothers McMullen is a 1995 American comedy-drama film written, directed, produced by, and starring Edward Burns. It deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values—love, sex, marriage, religion and family—in the 1990s. It was the first Fox Searchlight film. ","movie_title: Brothers McMullen, The (1995). Genre: Comedy. Summary: The Brothers McMullen is a 1995 American comedy-drama film written, directed, produced by, and starring Edward Burns. It deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values—love, sex, marriage, religion and family—in the 1990s. It was the first Fox Searchlight film. "
